#  file: fsfProjectInterfaces2010-May.txt
#  package: fsfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of Free Software 
#  Foundation project information generated from the list of projects gathered 
#  in 2010-May
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#  
#  SELECT pi.proj_num, p.proj_unixname, pi.interface, pi.datasource_id 
#  FROM fsf_project_interfaces pi, fsf_projects p 
#  WHERE p.proj_num = pi.proj_num AND pi.datasource_id=221 
#  ORDER BY p.proj_unixname, pi.interface
#
#  datasource_id = 221 is the 2010-May collection from FSF.
proj_num	proj_unixname	interface	datasource_id
3507	changetrack	Web	221
3506	chaosircd	Daemon	221
3505	character_entry_toolkit	X Window System	221
5423	charlearn	Web	221
5113	Charlemagne	Command Line	221
3504	chars	Command Line	221
3503	chart	Command Line	221
6267	chatrelater	Console	221
3502	chatsniff	X Window System	221
3501	chbg	X Window System	221
5112	CheapThreads	Library	221
3500	check	Command Line	221
3499	checkal	Command Line	221
5111	CheckBookTracker	X Window System	221
5107	Checkbot	Web	221
5573	checkers	X Window System	221
3497	checkgmail	X Window System	221
5110	CheckInstall	Command Line	221
3496	checkmate	Command Line	221
3495	checkpassword-pam	Daemon	221
3494	checkstyle	Command Line	221
3493	checksuite	Command Line	221
5109	CheckUPS	Command Line	221
3492	checkurls	Command Line	221
5108	CheckWebsite	Web	221
6117	cheese	X Window System	221
5106	CheetahTemplate	Web	221
3491	chemtool	X Window System	221
6163	cherrypy	X Window System	221
3490	chess	Console	221
3490	chess	X Window System	221
3489	chessx	X Window System	221
5744	chestnut	Web	221
5745	chestnutpm	Command Line	221
3488	chgen	X Window System	221
3487	chgrep	Command Line	221
3485	chicken	Command Line	221
3485	chicken	Console	221
3485	chicken	Library	221
3486	chicken-il	Command Line	221
5660	chipmunk	Library	221
3484	chirpy	Web	221
3482	chkrootkit	Command Line	221
5105	ChkTeX	Command Line	221
5676	chomoko	Library	221
3481	choose	Command Line	221
5978	choqok	X Window System	221
3480	chpox	Command Line	221
3479	christine	X Window System	221
6118	chronojump	X Window System	221
3478	chronos	Web	221
3476	chrootbin	Command Line	221
5104	Chrootbin	Command Line	221
3477	chroot_safe	Daemon	221
3475	chrpath	Command Line	221
3474	chungles	Console	221
3474	chungles	X Window System	221
3473	chupa	Web	221
5801	church	Command Line	221
3472	churchinfo	Web	221
5145	CIA	Daemon	221
5145	CIA	Web	221
3471	cilk	Command Line	221
3470	cim	Console	221
5143	CImg	Library	221
5102	Cinelerra	Command Line	221
5102	Cinelerra	X Window System	221
5103	CinePaint	X Window System	221
3469	cinepaint	X Window System	221
5144	CINT	Command Line	221
3468	circuslinux	X Window System	221
3467	cish	Command Line	221
3466	citadel	Command Line	221
3466	citadel	Web	221
3465	citecrm	Web	221
3464	citrusdb	Web	221
3463	civil	X Window System	221
5101	Cjukebox	Command Line	221
5101	Cjukebox	Console	221
3462	cko	Command Line	221
3461	cksfv	Command Line	221
3460	cl2html	Command Line	221
3458	clanlib	Library	221
3457	claraocr	X Window System	221
3456	claroline	Web	221
3455	class	Web	221
5100	Class-Date	Command Line	221
5099	Class-XPath	Command Line	221
3454	classpath	Library	221
3453	classpathx	Library	221
6104	clawsker	X Window System	221
5298	clawsmail	X Window System	221
3452	cleanlinks	Command Line	221
3451	cleansweep	Command Line	221
6427	clearance	Command Line	221
5098	ClearHealth	Web	221
5740	clearlooks	X Window System	221
5401	clearsilver	Library	221
6268	clee	Command Line	221
5141	CLHep	Command Line	221
5690	clickheat	Web	221
5844	clientform	Console	221
6269	clienttable	Command Line	221
5390	clipperz	Web	221
3450	clisp	Command Line	221
3450	clisp	X Window System	221
5394	clive	Console	221
5140	CLN	Library	221
3448	closedShop	Web	221
3447	clpb	Command Line	221
3446	clunixtools	Web	221
5097	ClusterIt	Command Line	221
5096	ClusterSSH	Command Line	221
6303	clzip	Command Line	221
3445	cmail	X Window System	221
5138	CMake	Command Line	221
3444	cmdftp	Command Line	221
6270	cmdln	Console	221
3443	cms-bandits	Web	221
3442	cmsimple	Web	221
5139	CMUCL	Command Line	221
3441	cn	Command Line	221
3440	coas	Command Line	221
3440	coas	X Window System	221
5094	CoaSim	Command Line	221
5095	CoaSim-gui	X Window System	221
5137	COBOLforgcc	Command Line	221
3439	coccinella	Web	221
3438	code2html	Command Line	221
3438	code2html	Web	221
5093	CodeBlue	Console	221
5092	CodeBrowser	X Window System	221
5497	codefu	Command Line	221
6397	codepy	Library	221
3436	codestriker	X Window System	221
5965	codetools	Library	221
5091	CodeWorker	Command Line	221
3437	code_blocks	X Window System	221
6429	coffeescript	Command Line	221
3435	coin	Library	221
3434	coldstore	Command Line	221
3433	collectd	Daemon	221
5090	ColorDiff	Command Line	221
3431	colorifer	Command Line	221
5720	colormouse	Daemon	221
3430	colorsvn	X Window System	221
5966	colubrid	Web	221
3429	comanche	X Window System	221
6164	comancheserver	Command Line	221
3428	combine	Command Line	221
3427	comfigure	Command Line	221
3426	comicman	X Window System	221
5089	Comix	X Window System	221
3425	commoncpp	Library	221
5088	CommonLispSQL	Command Line	221
3424	comoblog	Web	221
6271	compactpath	Command Line	221
5087	Compare	Command Line	221
3423	compare	Command Line	221
3422	compilercache	Command Line	221
6305	compiz	X Window System	221
6307	compizpluginsextra	X Window System	221
6306	compizpluginsmain	X Window System	221
6272	complete	Command Line	221
3421	conc	Command Line	221
3421	conc	Daemon	221
3421	conc	X Window System	221
5967	concurrence	Console	221
5967	concurrence	Web	221
3420	condenser	Command Line	221
5086	Condict	X Window System	221
5085	Cone	Command Line	221
5608	conexus	Library	221
5084	Config-General	Command Line	221
6238	configobj	Command Line	221
5307	confix	Command Line	221
5503	conflux	Console	221
5503	conflux	Daemon	221
3419	confstore	Command Line	221
3418	conglomerate	X Window System	221
5083	ConnMon	Command Line	221
3417	cons	Command Line	221
3416	conserver	Command Line	221
3415	console_download	Console	221
5082	ContactForm	Web	221
5080	ConvertFromSSI	Command Line	221
5081	ConvertFS	Command Line	221
3413	convmv	Command Line	221
3412	cook	Command Line	221
3411	cool3s	Command Line	221
3410	cooledit	X Window System	221
5079	Copyurlplus	Web	221
5464	coq	Library	221
5464	coq	X Window System	221
3409	core-restart	Command Line	221
3408	coreutils	Command Line	221
3408	coreutils	Console	221
3407	coriander	X Window System	221
3406	corkscrew	Command Line	221
5418	cornelios	Web	221
3405	coronet	Library	221
5492	couchdb	Command Line	221
5492	couchdb	Web	221
5969	couchdbfuse	Command Line	221
5969	couchdbfuse	X Window System	221
6150	couchdbkit	Command Line	221
5968	couchdblib	Command Line	221
5968	couchdblib	Library	221
6151	couchql	Command Line	221
3403	count	Command Line	221
3401	courier	Daemon	221
3402	courier-IMAP	Daemon	221
5970	coverage	Console	221
3400	cowbell	Command Line	221
3400	cowbell	X Window System	221
3399	cowloop	Command Line	221
3398	cpc	X Window System	221
5136	CPG	Command Line	221
5136	CPG	X Window System	221
3397	cpio	Command Line	221
3396	cplay	Command Line	221
3396	cplay	Console	221
5135	CPlusPlusDoc	Command Line	221
3395	cpp2latex	Command Line	221
3394	cpphs	Command Line	221
6341	cppi	Command Line	221
5078	CppSockets	Library	221
3393	cpre	Command Line	221
3392	cpsed	X Window System	221
3391	cpufreq	X Window System	221
3390	cpuid	Console	221
3389	cpulimit	Command Line	221
3387	crawltrack	Web	221
6273	crcmod	Console	221
3386	creamcrm	Web	221
3385	createusers	Command Line	221
6278	creoleparser	Library	221
6278	creoleparser	Web	221
3384	criawips	X Window System	221
3383	cricket	Daemon	221
3383	cricket	Web	221
5077	CricketScoreboard	X Window System	221
3381	crip	Command Line	221
5134	CRM114	Command Line	221
5134	CRM114	Daemon	221
5076	CrocoPat	Command Line	221
3380	cron	Command Line	221
3380	cron	Daemon	221
3379	cronolog	Command Line	221
3378	cronwrap	Command Line	221
3377	crossfire	X Window System	221
3376	crossroadsloadbalancer	Command Line	221
3375	crowdesigner	X Window System	221
3374	crucible	Command Line	221
5297	crun	Command Line	221
3373	cryptkeeper	X Window System	221
3372	cryptmount	Command Line	221
3371	cryptomail	Web	221
3370	cryptonit	X Window System	221
5075	CryptoTools	Command Line	221
5075	CryptoTools	X Window System	221
5755	csbuddy	Console	221
3368	cscope	Console	221
3369	csCSSc	Web	221
3367	cssc	Command Line	221
3366	cssed	X Window System	221
3365	cssmerge	Command Line	221
3364	cssutils	Library	221
3363	csv2latex	Command Line	221
3362	csv2mysql	Web	221
5974	csvcat	Command Line	221
5975	csvutils	Command Line	221
5975	csvutils	Library	221
3361	ctalk	Console	221
5133	CTC	Daemon	221
5074	CtoCpp	Command Line	221
3360	ctools	Command Line	221
3359	ctrlproxy	Daemon	221
5132	CTSim	Command Line	221
5132	CTSim	Web	221
5132	CTSim	X Window System	221
3358	ctypes	Command Line	221
3357	cuetools	Command Line	221
3355	cups	Command Line	221
3354	curator	Web	221
3353	curl	Command Line	221
3352	current	Daemon	221
5131	CUT	Command Line	221
5072	CuteFlow	Web	221
5073	CuTest	Library	221
3351	cutmp3	Command Line	221
3350	cutter	Command Line	221
3349	cveyetracker	X Window System	221
3348	cvs	Command Line	221
3347	cvs2cl	Command Line	221
3346	cvs2html	Command Line	221
3345	cvsauth	Daemon	221
5071	CvsBrancher	Command Line	221
5071	CvsBrancher	Web	221
3343	cvsd	Daemon	221
3342	cvsdelta	Command Line	221
3341	cvsfs	Command Line	221
3341	cvsfs	Daemon	221
3341	cvsfs	X Window System	221
3340	cvsgraph	Command Line	221
5130	CVSHistory	Web	221
5070	CvsKnit	Console	221
3339	cvsnt	Command Line	221
3338	cvsphpview	Web	221
3337	cvsplot	Command Line	221
5126	CVSps	Command Line	221
5129	CVSSearch	X Window System	221
3336	cvsstat	Command Line	221
5128	CVSToys	Daemon	221
5127	CVSTrac	Command Line	221
3335	cvsweb	Web	221
3334	cw	Command Line	221
5124	CWcal	Web	221
3333	cwdaemon	Daemon	221
5123	CWirc	Web	221
3332	cwm	X Window System	221
5069	CwMtx	Library	221
3583	cWriter	Web	221
3331	cwtext	Command Line	221
5125	CWXML	Library	221
3330	cxcl	Command Line	221
3330	cxcl	Daemon	221
3329	cxmon	Command Line	221
5068	Cxref	Command Line	221
5067	CxxTest	Command Line	221
5067	CxxTest	Daemon	221
3328	cyberbrau	X Window System	221
3327	cyberradio1	Command Line	221
5066	Cymbaline	X Window System	221
5648	cytadela	X Window System	221
6152	cython	Command Line	221
3326	cz2cz	Command Line	221
3325	d	Command Line	221
5715	dabo	Command Line	221
5065	DACT	Command Line	221
5047	DadaMail	Web	221
3324	daemon	Daemon	221
6017	daemonize	Command Line	221
6182	dajax	Library	221
5331	danican	X Window System	221
3322	danpei	X Window System	221
5046	DansTuner	Command Line	221
5046	DansTuner	X Window System	221
5045	Dante	Daemon	221
3321	dap	Command Line	221
3321	dap	X Window System	221
3320	dar	Command Line	221
3319	darcs	Command Line	221
5044	Darius-Tools	Command Line	221
3318	darkstat	Daemon	221
3317	dartool	Web	221
3316	darwin2k	X Window System	221
3315	dasher	X Window System	221
3313	dat2dxf	Command Line	221
3312	datacapturetool	Command Line	221
3312	datacapturetool	X Window System	221
6060	datacatalogdatagov	Command Line	221
6060	datacatalogdatagov	Daemon	221
5538	datamine	Web	221
5332	datamonster	Console	221
5043	DataparkSearch	Command Line	221
5043	DataparkSearch	Daemon	221
5043	DataparkSearch	Library	221
5042	Date-Calc	Command Line	221
5042	Date-Calc	Library	221
3311	dav	Console	221
5041	DaveDAP	Web	221
6072	davical	Daemon	221
6072	davical	Web	221
3310	dayplanner	X Window System	221
3309	dazuko	Command Line	221
3308	dbacl	Command Line	221
5064	DBACompanion	X Window System	221
3307	dbench	Command Line	221
3306	dbg	Command Line	221
5063	DBGClient	X Window System	221
5062	DBGServer	Command Line	221
5061	DBI-Frame	Command Line	221
5060	DBIx-Browse	Web	221
5059	DBIx-Simple	Command Line	221
5058	DBLIB	Web	221
3304	dbug	Library	221
3303	dce	Command Line	221
3302	dcl	Web	221
3301	dcp	X Window System	221
3300	ddc-concordance	Command Line	221
3299	ddclient	Command Line	221
3298	ddd	X Window System	221
3297	ddrescue	Command Line	221
3296	dead-souls	Command Line	221
3296	dead-souls	Library	221
3295	deal.II	Library	221
6219	debea	Library	221
3293	debfoster	Command Line	221
5756	deblib	Console	221
3292	deborphan	Command Line	221
3291	debris	Web	221
5040	DebSync	Command Line	221
5039	DebtPayoff	X Window System	221
3290	decibel	Library	221
5976	decorator	Command Line	221
3289	decreasoner	Console	221
3288	deduce	Command Line	221
3287	deepofix	Command Line	221
3286	defendguin	X Window System	221
3285	dejagnu	Command Line	221
5432	deki	Web	221
5656	deliantraarchetypes	Library	221
5657	deliantraclient	Web	221
5657	deliantraclient	X Window System	221
5654	deliantramaps	Command Line	221
5654	deliantramaps	Console	221
5654	deliantramaps	Daemon	221
5655	deliantraserver	Command Line	221
5655	deliantraserver	Console	221
5655	deliantraserver	Daemon	221
5655	deliantraserver	Web	221
3283	deluge	X Window System	221
3282	delvj	X Window System	221
3280	denemo	X Window System	221
5057	DENIM	Web	221
5038	Denu	Web	221
5038	Denu	X Window System	221
3279	deplate	Command Line	221
3278	depot	Command Line	221
3277	deroff	Command Line	221
3276	desktop-data-manager	X Window System	221
5330	desmume	X Window System	221
3275	detect	Library	221
3274	detox	Command Line	221
3273	deutex	Command Line	221
3272	devfsd	Daemon	221
3271	devhelp	X Window System	221
5037	DevIL	Library	221
3270	devlabel	Command Line	221
3269	dforum	Web	221
5983	dgalertclassic	Web	221
3268	dgps	Console	221
5360	dguardian	Console	221
5056	DHEX	Command Line	221
5056	DHEX	Console	221
3267	di	Command Line	221
3266	dia	X Window System	221
3264	dia2code	Command Line	221
3265	dia2code-ruby	Command Line	221
3263	dia2sql-stl	Command Line	221
5036	DiaCanvas2	Library	221
5035	Diakonos	Command Line	221
3261	diakonos	Console	221
3260	dialfox	Web	221
5371	diap	Command Line	221
3259	diapergluforth	Command Line	221
3262	diaSCE	X Window System	221
5055	DIBS	Web	221
5746	dico	Command Line	221
5746	dico	Web	221
3258	dictator	Web	221
3258	dictator	X Window System	221
3257	diction	Command Line	221
5524	dieharder	Command Line	221
3255	dietlibc	Library	221
3254	diettracker	Web	221
3256	diet_monger_ass_kicker	X Window System	221
3253	dif	X Window System	221
3252	diffstat	Command Line	221
3251	diffutils	Command Line	221
3251	diffutils	Console	221
3250	digest	Command Line	221
6139	digikam	X Window System	221
3249	digitaldj	X Window System	221
5498	dili	Command Line	221
3248	dillo	Web	221
3247	dimnum	Library	221
3246	ding	X Window System	221
5034	Diogene87	Daemon	221
3245	diogenes	Command Line	221
3245	diogenes	Web	221
6159	dionysus	Command Line	221
6237	diqt	Web	221
3244	dirac	Command Line	221
3243	diradm	Command Line	221
3242	dircproxy	Daemon	221
5032	DirectFB	Library	221
3241	directnet	X Window System	221
5031	DirectoryAdministrator	X Window System	221
3240	directorym	Command Line	221
6431	directorywatcher	Command Line	221
5030	DireqCafe	X Window System	221
6381	diri	Command Line	221
5033	DirList	X Window System	221
3239	dirogg	Command Line	221
3238	dirsync	Command Line	221
3237	disccover	Web	221
5802	discord	Command Line	221
3236	discust	Web	221
3235	dish	Command Line	221
3233	diskfree	Command Line	221
3232	disktype	Command Line	221
3234	diskWriggler	Command Line	221
3231	displayusers	X Window System	221
3230	dissent_project	X Window System	221
3229	distcc	Command Line	221
3229	distcc	Daemon	221
5029	Distribulator	Command Line	221
5532	ditz	Console	221
5532	ditz	Web	221
3228	divfixpp	X Window System	221
5460	divine	Command Line	221
5460	divine	Library	221
6280	djalog	Command Line	221
5352	django	Command Line	221
6281	djblets	Web	221
3227	djgpp	Command Line	221
3225	djvu	Web	221
3224	dkimap	Daemon	221
6075	dkopp	X Window System	221
3223	dlume	X Window System	221
5054	DMD	Command Line	221
5698	dmenu	Command Line	221
3222	dmi	Web	221
3221	dmidecode	Command Line	221
5593	dmtl	Command Line	221
5053	DMTools	Command Line	221
5052	DNRD	Daemon	221
5051	DNSFloodDetector	Daemon	221
3219	dnsmasq	Daemon	221
3218	dnstracer	Command Line	221
5757	dnuos	Command Line	221
5757	dnuos	Console	221
3217	doalarm	Command Line	221
3216	dobackup.pl	Command Line	221
3215	docarc	Command Line	221
3215	docarc	Web	221
3214	docbook2X	Command Line	221
5028	DocBookXSLStylesheets	X Window System	221
5027	DocFrac	Command Line	221
3213	dockboard	X Window System	221
3212	docker	X Window System	221
3211	doclifter	Command Line	221
3210	docmgr	Web	221
6282	doctesttools	Console	221
5825	docutils	Command Line	221
5300	docvert	X Window System	221
3209	dogtail	X Window System	221
6283	doit	Console	221
5026	Dokeos	Web	221
5393	dolphin	Web	221
3208	domainhunter	Web	221
3207	dominion	X Window System	221
5025	Doodle	Command Line	221
5025	Doodle	Library	221
5024	Doorman	Daemon	221
5406	dope	Console	221
5406	dope	X Window System	221
3206	dopi	X Window System	221
5023	Dosage	Command Line	221
3205	doschk	Command Line	221
6284	dot2tex	Console	221
3204	dotmode.el	X Window System	221
5555	dotnetwikibot	Console	221
3203	dovecot	Daemon	221
3202	dox	X Window System	221
3201	doxygen	Command Line	221
3201	doxygen	X Window System	221
3200	doxymacs	Command Line	221
3199	dparser	Command Line	221
3197	drall	Web	221
3196	drapes	X Window System	221
3195	drawpile	X Window System	221
3194	drbd	Command Line	221
5022	DrGenius	X Window System	221
3193	drgeo	X Window System	221
3192	drill	Command Line	221
3191	drip	X Window System	221
3190	drivel	X Window System	221
5018	DrlFT	Command Line	221
5021	DrPython	X Window System	221
5020	DrQueue	Command Line	221
3189	drraw	Web	221
5019	DrScheme	X Window System	221
5050	DRT	X Window System	221
3188	druid	Web	221
3188	druid	X Window System	221
3187	drunkifier	Command Line	221
3186	drupal	Web	221
5759	dsacheck	Console	221
5758	dsalib	Console	221
5049	DSPAM	Command Line	221
5049	DSPAM	Web	221
6423	dtach	Console	221
3185	dtemplate	X Window System	221
3184	dtl	Library	221
5048	DUlog	Command Line	221
3183	dump	Command Line	221
5487	dune-common	Command Line	221
5488	dune-grid	Command Line	221
5490	dune-grid-how-to	Command Line	221
5489	dune-istl	Command Line	221
5017	Duo	X Window System	221
5016	DupeFinder	X Window System	221
3182	duplicate_music_matcher	Console	221
3182	duplicate_music_matcher	X Window System	221
3181	duplicity	Command Line	221
3180	dupmerge	Command Line	221
3179	dupseek	Command Line	221
3178	duro	Library	221
3176	dvbcut	X Window System	221
3175	dvbsnoop	Command Line	221
5328	dvc	Command Line	221
5328	dvc	X Window System	221
3174	dvd-baker	X Window System	221
3173	dvdisaster	Command Line	221
3172	dvdrip	X Window System	221
3171	dvdripomatic	X Window System	221
3169	dvdstyler	X Window System	221
3168	dvipng	Command Line	221
3167	dvupicts	Console	221
3166	dwm	X Window System	221
3165	dwscan	Console	221
3164	dynalbum	Web	221
5015	DynamicProbes	Command Line	221
5694	dynobj	Library	221
3163	dynpet	Console	221
5012	E	Command Line	221
3161	e	Command Line	221
5012	E	Library	221
5014	E-CELL	Command Line	221
5014	E-CELL	Web	221
5014	E-CELL	X Window System	221
5013	E-xmms	X Window System	221
5477	e107	Web	221
3160	e2fsprogs	Command Line	221
3159	e3	Console	221
5457	eaglemode	X Window System	221
3153	earm2ipa	Command Line	221
4993	Earth3D	X Window System	221
4992	EasyBookmarks	Web	221
3151	easychains	Command Line	221
3151	easychains	X Window System	221
4991	EasyFirewall	Web	221
5514	easyframework	Command Line	221
4990	Easymacs	Command Line	221
3150	easypos	X Window System	221
3149	easytag	X Window System	221
4989	Easyval	Library	221
5519	ebackup	Command Line	221
3148	eboard	X Window System	221
3146	ec	Command Line	221
5777	ecasound	Command Line	221
5011	ECB	Web	221
3145	ecc	Library	221
3144	ecgnosis	Command Line	221
3144	ecgnosis	X Window System	221
3143	echolot	Command Line	221
3142	echoping	Command Line	221
3141	eclipse	X Window System	221
5010	ECNCheck	Command Line	221
5431	ectorrent	X Window System	221
3140	ed	Command Line	221
3139	eddi	X Window System	221
3138	edictionary	Command Line	221
3137	editline	Command Line	221
5350	editra	X Window System	221
3136	edma	Command Line	221
3135	eel	X Window System	221
3134	eev	Command Line	221
3132	efax	Command Line	221
3133	efax-gtk	X Window System	221
3131	effecTV	X Window System	221
3130	efsane	X Window System	221
3129	eggdrop	Web	221
3128	egveyo	X Window System	221
5009	EHS	Library	221
5008	EICS	Command Line	221
3127	ejabberd	Web	221
3126	eject	Command Line	221
5741	ekd	X Window System	221
3124	ekvixcms	Web	221
5309	elate	Command Line	221
3123	elca	Command Line	221
3123	elca	Console	221
3122	electowidget	Web	221
3121	electric	X Window System	221
4988	ElectricFence	Command Line	221
3120	elemental_clinc	Web	221
5702	elementtree	Library	221
5988	eletor	Command Line	221
3119	elf	Command Line	221
5007	ELF	Command Line	221
3118	elfelli	X Window System	221
6288	elgg	Web	221
3117	eli	Command Line	221
3116	elib	Library	221
4987	Elinks	Command Line	221
4987	Elinks	Console	221
3114	elm	Command Line	221
4986	Elmer	X Window System	221
3113	elmo	Command Line	221
3112	elog	Command Line	221
3112	elog	Web	221
3111	eltclsh	Command Line	221
4985	ElysiumDownload	X Window System	221
3158	eMacro	Command Line	221
3158	eMacro	X Window System	221
3110	emacs	Console	221
3110	emacs	X Window System	221
4983	EmacsCL	Command Line	221
4983	EmacsCL	Library	221
4983	EmacsCL	X Window System	221
3109	emacspeak	Command Line	221
4982	EmacsWiki	Web	221
5301	email-reminder	X Window System	221
3108	email2fax	Command Line	221
5006	EMAN	Library	221
5006	EMAN	X Window System	221
3107	emc	X Window System	221
3106	emdros	Command Line	221
6309	emerald	X Window System	221
3105	emilda	Web	221
5004	EMirror	Command Line	221
5005	EMIS	X Window System	221
3104	emms	Command Line	221
6393	empathy	X Window System	221
3103	empire	Console	221
4984	EmPy	Command Line	221
4984	EmPy	Web	221
5980	EMpy	X Window System	221
3102	emrem	Web	221
5424	enano	Web	221
4981	Enblend	X Window System	221
3101	enca	Command Line	221
3101	enca	Library	221
3100	encfs	Command Line	221
3099	endeavour	X Window System	221
3098	endgame_singularity	Command Line	221
3098	endgame_singularity	X Window System	221
3097	endonesia	Web	221
4980	Engauge	X Window System	221
5641	enlargeit	X Window System	221
3094	enlightenment	X Window System	221
5003	ENodes	Console	221
5003	ENodes	Web	221
3093	enotes	Command Line	221
3092	enscript	Command Line	221
5981	enstaller	Command Line	221
3091	enter	X Window System	221
4979	EnterTrack	Web	221
5982	enthoughtbase	Library	221
3090	entity	X Window System	221
3089	entombed	X Window System	221
4978	EoC	Daemon	221
3088	eog	X Window System	221
3087	eol	Web	221
5760	eonums	Console	221
3085	epeios	Library	221
3084	epeiosCGI	Command Line	221
3083	ephemeris	Library	221
6285	ephempy	Command Line	221
5002	EPICS	Daemon	221
3081	epiphany	Web	221
3082	epiphany-ext	X Window System	221
3080	episoder	Command Line	221
3157	ePIX	Command Line	221
3157	ePIX	Library	221
3079	epkg	Command Line	221
5001	EPM	Command Line	221
5000	EPrints	Console	221
