#  file: sfRawTracker2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes tracker data for each project. This info 
#  is summed based on the daily tracker data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT  proj_unixname, sum(tracker_opened), sum(tracker_closed)
#  FROM project_statistics_60 
#  WHERE datasource_id=172  
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  tracker opened: the sum of all opened tracker items for this 60-day period 
#  tracker closed: the sum of all closed tracker items for this 60-day period
proj_unixname	sum(tracker_opened)	sum(tracker_closed)
adaptive-gcc	0	0
adaptive-gui	0	0
adaptive-ioc	0	0
adaptivebus	0	0
adaptivecacheal	0	0
adaptivecellsj	0	0
adaptiveobjectc	0	0
adaptivequickse	0	0
adaptivetrapex	0	0
adaptmot	0	0
adaptproject	0	0
adaptube	0	0
adaptweb	0	0
adara	0	0
adas	0	0
adasdl	0	0
adasl	0	0
adastar	0	0
adastra	0	0
adatabase	0	0
adatabasetable	0	0
adatoccpp	0	0
adatris	0	0
adaworks	0	0
adax	0	0
adayinthebay	0	0
adb	0	0
adbd	0	0
adbgone	0	0
adbi	0	0
adbkv1	0	0
adblock-rules	0	0
adbmanage	0	0
adbnewssender	0	0
adbsql	0	0
adc	0	0
adcalc	0	0
adcarouseljs	0	0
adcenter	0	0
adchnet	0	0
adchpp	0	0
adclient	0	0
adclock	0	0
adcomercial	NULL	NULL
adconsole	NULL	NULL
adcportal	NULL	NULL
adcviewer	NULL	NULL
add	NULL	NULL
add-alarm-clock	NULL	NULL
adda	NULL	NULL
addalink	NULL	NULL
addam	NULL	NULL
addanc	NULL	NULL
addbookdb	NULL	NULL
addheadertocs	NULL	NULL
addicted	NULL	NULL
addictionfree	NULL	NULL
addieland	NULL	NULL
addininsert	NULL	NULL
additionof2numb	NULL	NULL
addl	NULL	NULL
addline	NULL	NULL
addmaker	NULL	NULL
addmaster	NULL	NULL
addmesocialbook	NULL	NULL
addon-projekt	NULL	NULL
addonmanager	0	0
addrbook	0	0
address	0	0
address-ldap	0	0
address-util	0	0
address550	NULL	NULL
affb	NULL	NULL
affiliates	NULL	NULL
affiliatetrends	NULL	NULL
affiliatewv	NULL	NULL
affilihost	NULL	NULL
affinitychanger	NULL	NULL
affinityhtml	NULL	NULL
affinityos	NULL	NULL
affirmator	NULL	NULL
affisix	NULL	NULL
affix	NULL	NULL
afflib	NULL	NULL
affmarket	NULL	NULL
affogato	NULL	NULL
affs	NULL	NULL
affy	NULL	NULL
afg100	NULL	NULL
afhcontrolpanel	NULL	NULL
afhub	NULL	NULL
afi	NULL	NULL
afick	NULL	NULL
afid	NULL	NULL
afight	NULL	NULL
afinder	NULL	NULL
afjp2-compiler	NULL	NULL
afkap	NULL	NULL
afkcfg	NULL	NULL
afketsen	NULL	NULL
aflegend	NULL	NULL
aflog	NULL	NULL
afly	NULL	NULL
afm	NULL	NULL
afm2	NULL	NULL
afms	NULL	NULL
afner	NULL	NULL
afnl	NULL	NULL
aforge	NULL	NULL
aforms	NULL	NULL
afortunes	NULL	NULL
aforum	NULL	NULL
afoto	NULL	NULL
afp	NULL	NULL
afp-renderer	NULL	NULL
afpc	NULL	NULL
afpdns	NULL	NULL
afpedit	NULL	NULL
afpfontviewer	NULL	NULL
afpfs-ng	NULL	NULL
afphpclasslib	NULL	NULL
afr	NULL	NULL
afr-bd	NULL	NULL
afrainframework	NULL	NULL
afram	NULL	NULL
aframe	NULL	NULL
afrang	NULL	NULL
afri	NULL	NULL
africa	NULL	NULL
afrikaans	NULL	NULL
afsmanager	NULL	NULL
afsproject	NULL	NULL
afstcdb	NULL	NULL
aft	NULL	NULL
aftech	NULL	NULL
aften	NULL	NULL
after7-thclass	NULL	NULL
afterburner	NULL	NULL
afterearth	NULL	NULL
afterglow	NULL	NULL
afterircd	NULL	NULL
afterlife	NULL	NULL
afterlogicwebma	NULL	NULL
aftermath	NULL	NULL
aftermath-wars	NULL	NULL
aftermathmud	NULL	NULL
aftermathrpg	NULL	NULL
aftermaze	NULL	NULL
aftermoon	NULL	NULL
afternetdotorg	NULL	NULL
afternowmud	NULL	NULL
aftershock	NULL	NULL
afterstep	NULL	NULL
aftertex	NULL	NULL
aftertheauction	NULL	NULL
afterthought	NULL	NULL
aftertime	NULL	NULL
afterwaterwars	NULL	NULL
aftokinito	NULL	NULL
aftp	NULL	NULL
afts	NULL	NULL
afuc	NULL	NULL
afunct-ta0kira	NULL	NULL
afupdevphp	NULL	NULL
afuse	NULL	NULL
afw	NULL	NULL
afw-jack	NULL	NULL
afwtabletags	NULL	NULL
afx	NULL	NULL
afyadigitalradi	NULL	NULL
ag-cling	NULL	NULL
ag-x-feed	NULL	NULL
ag2map	NULL	NULL
agal	NULL	NULL
agar	NULL	NULL
agaressecurity	NULL	NULL
agartha	NULL	NULL
agata	NULL	NULL
agatareport	NULL	NULL
agatca	NULL	NULL
agatemulator	NULL	NULL
agateruletester	NULL	NULL
agatha	NULL	NULL
agatha-pbr	NULL	NULL
agathaproject	NULL	NULL
agathe	NULL	NULL
agave	NULL	NULL
agbe	NULL	NULL
agc	NULL	NULL
agc-emu	NULL	NULL
agcnodes	NULL	NULL
agcontrol	NULL	NULL
agcp	NULL	NULL
agcs	NULL	NULL
agcsp	NULL	NULL
agctf	NULL	NULL
agd	NULL	NULL
agda	NULL	NULL
agdb	NULL	NULL
agder	NULL	NULL
agdersoftcms	NULL	NULL
age	NULL	NULL
age-osgi	NULL	NULL
age-thing	NULL	NULL
ageaventure	NULL	NULL
agedisplay	NULL	NULL
ageevaframework	NULL	NULL
agel	NULL	NULL
ageless	NULL	NULL
agelib	NULL	NULL
agemail	NULL	NULL
agena	NULL	NULL
agenciaviaje	NULL	NULL
agency-plan	NULL	NULL
agency4net-wftp	NULL	NULL
agencydb	NULL	NULL
agenda	NULL	NULL
agenda-01	NULL	NULL
agenda-ja	NULL	NULL
agenda-livre	NULL	NULL
agenda-manager	NULL	NULL
agenda-snow	NULL	NULL
agenda4desktop	NULL	NULL
agendac	NULL	NULL
agendaclientes	NULL	NULL
agendahelp	NULL	NULL
agendaisin	NULL	NULL
agendajava	NULL	NULL
agendalivre	NULL	NULL
agendami	NULL	NULL
agendaonline	NULL	NULL
agendaphp	NULL	NULL
agendatimemngr	NULL	NULL
agendaware	NULL	NULL
agendaxml	NULL	NULL
agenedb	NULL	NULL
agengine	NULL	NULL
agent	NULL	NULL
agent-orange	NULL	NULL
agent-see	NULL	NULL
agent-sg	NULL	NULL
agent007	NULL	NULL
agent450	NULL	NULL
agentacademy	NULL	NULL
agentapi	NULL	NULL
agentartworld	NULL	NULL
agentbak	NULL	NULL
agentbeats	NULL	NULL
agentcell	NULL	NULL
agentdynamics	NULL	NULL
agentejade	NULL	NULL
agentemail	NULL	NULL
agentfactory	NULL	NULL
agentfarms	NULL	NULL
agentgrid	NULL	NULL
agentgridrepast	NULL	NULL
agentlight	NULL	NULL
agentools	NULL	NULL
agentopia	NULL	NULL
agentowl	NULL	NULL
agentq	NULL	NULL
agentq4	NULL	NULL
agentserver	NULL	NULL
agentspace	NULL	NULL
agenttakanawa	NULL	NULL
agenttrafficsim	NULL	NULL
agentvanguard	NULL	NULL
agentx4j	NULL	NULL
agenziaviaggi	NULL	NULL
ageofeternity	NULL	NULL
ageofreedom	NULL	NULL
ageofwar	NULL	NULL
ageosgi	NULL	NULL
agepabase	NULL	NULL
agere	NULL	NULL
ages	NULL	NULL
agesoflore	NULL	NULL
agest	NULL	NULL
agex	NULL	NULL
agfe	NULL	NULL
agfg	NULL	NULL
agfupx	NULL	NULL
agg	NULL	NULL
agg-sharp	NULL	NULL
aggclustering	NULL	NULL
aggctl	NULL	NULL
agge	NULL	NULL
aggen	NULL	NULL
aggersapi	NULL	NULL
aggie	NULL	NULL
aggilus	NULL	NULL
aggomail	NULL	NULL
aggoo	NULL	NULL
aggpas	NULL	NULL
aggregate	NULL	NULL
aggregated4	NULL	NULL
aggregatehd	NULL	NULL
aggregator	NULL	NULL
aggregator2	NULL	NULL
aggrevator	NULL	NULL
aghermann	NULL	NULL
aghparser	NULL	NULL
agi	NULL	NULL
agi-audiotx	NULL	NULL
agi-flash	NULL	NULL
agile-in-one	NULL	NULL
agile-team-tool	NULL	NULL
agile-verif	NULL	NULL
agile2d	NULL	NULL
agilebracket	NULL	NULL
agiledbtools	NULL	NULL
agileevoting	NULL	NULL
agilefant	NULL	NULL
agileflow	NULL	NULL
agilegis	NULL	NULL
agilegrid	NULL	NULL
agilejavalesson	NULL	NULL
agilejsf	NULL	NULL
agilelib	NULL	NULL
agilepeg	NULL	NULL
agilepipe	NULL	NULL
agileplanner	NULL	NULL
agileplannereu	NULL	NULL
agileplex	NULL	NULL
agileportman	NULL	NULL
agilercp	NULL	NULL
agilesourcesafe	NULL	NULL
agilesql	NULL	NULL
agilestudio	NULL	NULL
agiletoolkit	NULL	NULL
agiletrack	NULL	NULL
agilewidgets	NULL	NULL
agilewiki	NULL	NULL
agileworkbench	NULL	NULL
agilia	NULL	NULL
agilifier	NULL	NULL
agilinator	NULL	NULL
agiliplan	NULL	NULL
agilis	NULL	NULL
agility	NULL	NULL
agility4j	NULL	NULL
agilitybook	NULL	NULL
agilpro	NULL	NULL
agiltestlist	NULL	NULL
aginetmon	NULL	NULL
aginstaller	NULL	NULL
agio	NULL	NULL
agis	NULL	NULL
agisim	NULL	NULL
agistudio	NULL	NULL
agitator	NULL	NULL
agiterm	NULL	NULL
agito	NULL	NULL
agix	NULL	NULL
agl-lib	NULL	NULL
agla	NULL	NULL
aglaiaagency	NULL	NULL
aglat	NULL	NULL
agle	NULL	NULL
aglelibrary	NULL	NULL
aglets	NULL	NULL
agletsnet	NULL	NULL
aglezdb	NULL	NULL
aglf	NULL	NULL
aglibrogenealog	NULL	NULL
aglobe	NULL	NULL
aglp	NULL	NULL
aglyph	NULL	NULL
agmail	NULL	NULL
agmanager	NULL	NULL
agmelt	NULL	NULL
agmlproject	NULL	NULL
agnathan	NULL	NULL
agnax	NULL	NULL
agnes	NULL	NULL
agnet	NULL	NULL
agnitio	NULL	NULL
agnix	NULL	NULL
agnomaly	NULL	NULL
agnostos	NULL	NULL
agnustic	NULL	NULL
agnux	NULL	NULL
agnx80211driver	NULL	NULL
ago-browser	NULL	NULL
agoban	NULL	NULL
agoko	NULL	NULL
agon	NULL	NULL
agon-cosmos	NULL	NULL
agora	NULL	NULL
agora-community	NULL	NULL
agora-framework	NULL	NULL
agoracart	NULL	NULL
agorae	NULL	NULL
agorapucp	NULL	NULL
agorawm	NULL	NULL
agorisk	NULL	NULL
agoroid	NULL	NULL
agorumcore	NULL	NULL
agos	NULL	NULL
agot	NULL	NULL
agow	NULL	NULL
agpiloto	NULL	NULL
agportal	NULL	NULL
agqt	NULL	NULL
agr	NULL	NULL
agragator	NULL	NULL
agranger	NULL	NULL
agre	NULL	NULL
agreements	NULL	NULL
agreeyanasbox	NULL	NULL
agricolae	NULL	NULL
agrifriend	NULL	NULL
agrinux	NULL	NULL
agriope	NULL	NULL
agroma	NULL	NULL
agronom	NULL	NULL
agrovoct	NULL	NULL
agrub	NULL	NULL
agrumelaire	NULL	NULL
agruta	NULL	NULL
ags	NULL	NULL
agschema	NULL	NULL
agscumm	NULL	NULL
agsession	NULL	NULL
agslides	NULL	NULL
agsm	NULL	NULL
agt	NULL	NULL
agtk	NULL	NULL
agtoys	NULL	NULL
agtrac	NULL	NULL
agtrainer	NULL	NULL
agts	NULL	NULL
agu	NULL	NULL
aguayfuego	NULL	NULL
aguestbook	NULL	NULL
agui	NULL	NULL
aguita	NULL	NULL
agup	NULL	NULL
agushka	NULL	NULL
agutur	NULL	NULL
agv	NULL	NULL
agvcr	NULL	NULL
agvsimulation	NULL	NULL
agx-ast-addons	NULL	NULL
agxp	NULL	NULL
ah-card-game	NULL	NULL
ah-tty	NULL	NULL
ah7	NULL	NULL
aha-project	NULL	NULL
ahaaps	NULL	NULL
ahahdegradable	NULL	NULL
ahambr	NULL	NULL
ahat	NULL	NULL
ahcitool	NULL	NULL
ahcp	NULL	NULL
ahds	NULL	NULL
ahextntemplate	NULL	NULL
ahf	NULL	NULL
ahh	NULL	NULL
ahi4dwave	NULL	NULL
ahk	NULL	NULL
ahm	NULL	NULL
ahmeba	NULL	NULL
ahmhie	NULL	NULL
ahn	NULL	NULL
ahn-backup	NULL	NULL
ahnen	NULL	NULL
ahnmini-publish	NULL	NULL
ahorcado	NULL	NULL
ahote	NULL	NULL
ahoy	NULL	NULL
ahpag	NULL	NULL
ahrg	NULL	NULL
ahs	NULL	NULL
ahscs	NULL	NULL
ahsm-for-x70	NULL	NULL
ahsmapper	NULL	NULL
ahts	NULL	NULL
ahttpd	NULL	NULL
ahttplib	NULL	NULL
ahwac	NULL	NULL
ahwaz	NULL	NULL
ai-ant-sim	NULL	NULL
ai-crm	NULL	NULL
ai-engine	NULL	NULL
ai-erp	NULL	NULL
ai-horus	NULL	NULL
ai-integration	NULL	NULL
ai-php-class	NULL	NULL
ai-python	NULL	NULL
ai-standards	NULL	NULL
ai-sudoku	NULL	NULL
ai-tankwar	NULL	NULL
ai-tem	NULL	NULL
ai-trip	NULL	NULL
ai-tutor	NULL	NULL
ai-world	NULL	NULL
ai-ws	NULL	NULL
ai0	NULL	NULL
ai08npl	NULL	NULL
ai4d	NULL	NULL
ai4games	NULL	NULL
ai4j	NULL	NULL
aia-rpg	NULL	NULL
aiafundanalysis	NULL	NULL
aiagentsj	NULL	NULL
aiakos	NULL	NULL
aiapps	NULL	NULL
aias	NULL	NULL
aiassistant	NULL	NULL
aib	NULL	NULL
aibalone	NULL	NULL
aibaspps	NULL	NULL
aibastutor	NULL	NULL
aibicom	NULL	NULL
aibo	NULL	NULL
aiboagent	NULL	NULL
aiboagility	NULL	NULL
aibob	NULL	NULL
aiboedu	NULL	NULL
aibolib	NULL	NULL
aibolinux	0	0
aibosit	0	0
aibot	0	0
aibotalk	0	0
aibots	NULL	NULL
aiboware	NULL	NULL
aibr	NULL	NULL
aibuddy	NULL	NULL
aibur	NULL	NULL
aica	NULL	NULL
aicc-connector	NULL	NULL
aices	NULL	NULL
aichal	NULL	NULL
aichinesechess	NULL	NULL
aicms	NULL	NULL
aicnews	NULL	NULL
aicoreemotions	NULL	NULL
aicrowd	NULL	NULL
aid	NULL	NULL
aid-n	NULL	NULL
aid20	NULL	NULL
aidb	NULL	NULL
aidc	NULL	NULL
aiddlywiki	NULL	NULL
aide	NULL	NULL
aide4delphi	NULL	NULL
aideaas	NULL	NULL
aidear	NULL	NULL
aideen	NULL	NULL
aiden	NULL	NULL
aidereport	NULL	NULL
aidesign	NULL	NULL
aidiji	NULL	NULL
aidlgame	NULL	NULL
aids	NULL	NULL
aidsoidviewer	NULL	NULL
aidungeon	NULL	NULL
aie	NULL	NULL
aie85	NULL	NULL
aien	NULL	NULL
aiengine	NULL	NULL
aieonframework	NULL	NULL
aierosracing	NULL	NULL
aiexperiments	NULL	NULL
aif	NULL	NULL
aif-maze-2008	NULL	NULL
aiface	NULL	NULL
aifftools	NULL	NULL
aificlisp	NULL	NULL
aiforgames	NULL	NULL
aig	NULL	NULL
aigaion	NULL	NULL
aigames	NULL	NULL
aigebirbac	NULL	NULL
aigle	NULL	NULL
aigo-online	NULL	NULL
aigochess	NULL	NULL
aigs	NULL	NULL
aika	NULL	NULL
aikencms	NULL	NULL
aikido	NULL	NULL
aiksaurus	NULL	NULL
ail	NULL	NULL
ailandra	NULL	NULL
ailang	NULL	NULL
ailen	NULL	NULL
ailib	NULL	NULL
aillade	NULL	NULL
ailnan	NULL	NULL
ailocalsearch	NULL	NULL
aim	NULL	NULL
aim-alba	NULL	NULL
aim-cli	NULL	NULL
aim-in-java	NULL	NULL
aim-sh	NULL	NULL
aim-stenograph	NULL	NULL
aim2linux	NULL	NULL
aimaeducational	NULL	NULL
aimagik	NULL	NULL
aimban	NULL	NULL
aimbe	NULL	NULL
aimbench	NULL	NULL
aimcrypt	NULL	NULL
aime	NULL	NULL
aime-lib	NULL	NULL
aime2	NULL	NULL
aimedsp	NULL	NULL
aimemul	NULL	NULL
aimemulator	NULL	NULL
aimex	NULL	NULL
aimfserve	NULL	NULL
aimgraph	NULL	NULL
aimirc	NULL	NULL
aiml-verbot	NULL	NULL
aimlbot	NULL	NULL
aimle	NULL	NULL
aimlog	NULL	NULL
aimlogphp	NULL	NULL
aimmath	NULL	NULL
aimmylastfm	NULL	NULL
aimonopd	NULL	NULL
aimpc	NULL	NULL
aimprintscreen	NULL	NULL
aimprofiler	NULL	NULL
aimpublisher	NULL	NULL
aims	NULL	NULL
aimsleuth	NULL	NULL
aimsphil	NULL	NULL
aimtabz	NULL	NULL
aimtracker	NULL	NULL
aimutation	NULL	NULL
ain	NULL	NULL
ainet	NULL	NULL
ainfosrp	NULL	NULL
ainlang	NULL	NULL
ainn	NULL	NULL
aino	NULL	NULL
ainos-project	NULL	NULL
ainouche	NULL	NULL
ainow	NULL	NULL
ainstall	NULL	NULL
aint	NULL	NULL
aio-member-site	NULL	NULL
aio-xmms	NULL	NULL
aioconvert	NULL	NULL
aiocp	NULL	NULL
aiod	NULL	NULL
aiof	NULL	NULL
aion	NULL	NULL
aione-editor	NULL	NULL
aionelementmgr	NULL	NULL
aionemu	NULL	NULL
aiopcquicktext	NULL	NULL
aiopinion	NULL	NULL
aioros	NULL	NULL
aios	NULL	NULL
aios4win	NULL	NULL
aiot	NULL	NULL
aip	NULL	NULL
aip-enforcer	NULL	NULL
aipa	0	0
aipac	0	0
aipcs	0	0
aipdf	0	0
aipex	NULL	NULL
aipicker	NULL	NULL
aiplanet	NULL	NULL
aipot	NULL	NULL
aipsetup	NULL	NULL
aiptektablet	NULL	NULL
aipuzzle	NULL	NULL
air	NULL	NULL
air-ftp	NULL	NULL
air-imager	NULL	NULL
air-in-a-box	NULL	NULL
air-sched	NULL	NULL
air-webim	NULL	NULL
air2	NULL	NULL
air5023	NULL	NULL
airbase	NULL	NULL
airblade	NULL	NULL
airboard-ir	NULL	NULL
airbomber	NULL	NULL
airbox	NULL	NULL
airc	NULL	NULL
aircash	NULL	NULL
aircbot	NULL	NULL
aircert	NULL	NULL
airclick	NULL	NULL
aircpp	NULL	NULL
aircrack-ng	NULL	NULL
aircraft	NULL	NULL
aircraftsched	NULL	NULL
aircraftschedul	NULL	NULL
airczech	NULL	NULL
airdave	NULL	NULL
airdc	NULL	NULL
airdraft	NULL	NULL
airdraftviewer	NULL	NULL
airduino	NULL	NULL
airelliamud	NULL	NULL
airfart	NULL	NULL
airftp	NULL	NULL
airfw	NULL	NULL
airgeargame-gnu	NULL	NULL
airgtkrack	NULL	NULL
airhockey3d	NULL	NULL
airids	NULL	NULL
airisk	NULL	NULL
airjack	NULL	NULL
airkbet	NULL	NULL
airlcd	NULL	NULL
airldm	NULL	NULL
airliftj	NULL	NULL
airlinereservat	NULL	NULL
airlog	NULL	NULL
airmission	NULL	NULL
airmntfighting	NULL	NULL
airnavsdr	NULL	NULL
airnet	NULL	NULL
airnews	NULL	NULL
airo-linux	NULL	NULL
airobfuscator	NULL	NULL
airobotsim	NULL	NULL
airone	NULL	NULL
airos	NULL	NULL
airotest	NULL	NULL
airplanewar	NULL	NULL
airpong	NULL	NULL
airport	NULL	NULL
airportlivingla	NULL	NULL
airportmanager	NULL	NULL
airportswbsx	NULL	NULL
airpwn	NULL	NULL
airraidsiren	NULL	NULL
airreviews	NULL	NULL
airrox	NULL	NULL
airs	NULL	NULL
airscraper	NULL	NULL
airsentry	NULL	NULL
airsgpt	NULL	NULL
airsnort	NULL	NULL
airsoft-hl-mod	0	0
airsort	0	0
airss	0	0
airstar	0	0
airstate	0	0
airstrike	NULL	NULL
airsynergy	NULL	NULL
airt	NULL	NULL
airt-linux	NULL	NULL
airtodo	NULL	NULL
airtraf	NULL	NULL
airtraffic	NULL	NULL
airtransport	NULL	NULL
airview	NULL	NULL
airwave	0	0
airwolf	0	0
airy	NULL	NULL
airyforms	NULL	NULL
ais	NULL	NULL
ais-e	0	0
ais4j	0	0
aisa	0	0
aiscoal	0	0
aisdecoder	0	0
aisearch	0	0
aisec	0	0
aiserver	9	0
aisf	0	0
aisk	0	0
aislib	0	0
aislogger	0	0
aismallutils	0	0
aisoccer	0	0
aisp	0	0
aisql	0	0
aiss	0	0
aist	0	0
aisw	0	0
ait	0	0
ait-game	0	0
aitaglib	0	0
aitchbee	0	0
aitestbed	0	0
aitext	0	0
aitolikon	0	0
aitools	0	0
aitwa	0	0
aiu	0	0
aiv	0	0
aiv-er	0	0
aivis	0	0
aiwars-1	0	0
aix-get	0	0
aix-mirror-chec	0	0
aix-ports	0	0
aix-storage	0	0
aixa	0	0
aixfreeware	0	0
aixgrep-w-r	0	0
aixgsc	0	0
aixm-j	0	0
aixmonitor	0	0
aixns	0	0
aixtoolbox	0	0
aixuexi	0	0
aizen-myoo	0	0
aja	0	0
ajaax	0	0
ajabberwocky	0	0
ajaccio	0	0
ajaconsole	0	0
ajaf	0	0
ajairc	0	0
ajaj	0	0
ajajajava	0	0
ajaki	0	0
ajal	0	0
ajami	0	0
ajantamedsuite	0	0
ajaqs	0	0
ajason	0	0
ajatweb	0	0
ajax	0	0
ajax-calendar	0	0
ajax-charts	0	0
ajax-chat-smack	0	0
ajax-cms	0	0
ajax-dev-lib	0	0
ajax-discuss	0	0
ajax-doppelkopf	0	0
ajax-explorer	1	0
ajax-fit	0	0
ajax-in-action	0	0
ajax-letronix	0	0
ajax-mmorpg	0	0
ajax-mvc	0	0
ajax-pages	0	0
ajax-pgsql-grid	0	0
ajax-queue	0	0
ajax-rest	0	0
ajax-scripting	0	0
ajax-simple	0	0
ajax-spell	0	0
ajax-sugarfree	0	0
ajax-tree	0	0
ajax11	0	0
ajax2php	0	0
ajax3d	0	0
ajax4j2ee	0	0
ajax4java	0	0
ajax4jmx	0	0
ajax4one	0	0
ajax4struts	0	0
ajax4suggest	0	0
ajaxac	0	0
ajaxagent	0	0
ajaxaio	0	0
ajaxalytics	0	0
ajaxanimator	0	0
ajaxanywhere	0	0
ajaxbber	0	0
ajaxbean	0	0
ajaxboard	0	0
ajaxbox	0	0
ajaxcards	0	0
ajaxcart	0	0
ajaxcasino	0	0
ajaxce	0	0
ajaxchat	0	0
ajaxchat-phpdev	0	0
ajaxcms	0	0
ajaxcommander	0	0
ajaxcontrols	0	0
ajaxcore	0	0
ajaxdatacontrol	0	0
ajaxdatagrid	0	0
ajaxdb	0	0
ajaxdesktop	0	0
ajaxdo	0	0
ajaxdraw	0	0
ajaxdrawing	0	0
ajaxdrawproject	0	0
ajaxell	0	0
ajaxembed	0	0
ajaxengine	0	0
ajaxexplorer	0	0
ajaxfb	0	0
ajaxfilemanager	0	0
ajaxfilmdb	0	0
ajaxformbuilder	0	0
ajaxforms	0	0
ajaxforphpv2	0	0
ajaxforum	0	0
ajaxframework	0	0
ajaxfs	0	0
ajaxftp	0	0
ajaxftpexplorer	0	0
ajaxgame	0	0
ajaxgo	0	0
ajaxgrid	0	0
ajaxify	0	0
ajaxinjector	NULL	NULL
ajaxirc	NULL	NULL
ajaxislands	NULL	NULL
ajaxj	NULL	NULL
ajaxjsp	NULL	NULL
ajaxkit	0	0
ajaxlib	0	0
ajaxlivechat	0	0
ajaxlogincontro	0	0
ajaxma	0	0
ajaxmail	0	0
ajaxmapper	0	0
ajaxmdb	0	0
ajaxmedia	0	0
ajaxmixer	0	0
ajaxmonkey	0	0
ajaxmsn	0	0
ajaxmyadmin	0	0
ajaxmysqladmin	0	0
ajaxmytop	0	0
ajaxn	0	0
ajaxnet	0	0
ajaxnet4j	0	0
ajaxnetmap	0	0
ajaxobject	0	0
ajaxobjects	0	0
ajaxoffice	0	0
ajaxol	0	0
ajaxometer	0	0
ajaxora	0	0
ajaxos	0	0
ajaxpage	0	0
ajaxperlchat	0	0
ajaxphpinvoker	0	0
ajaxphpterm	0	0
ajaxplorer	0	0
ajaxplus	0	0
ajaxportal	0	0
ajaxportlet	0	0
ajaxproxy	0	0
ajaxpushing	0	0
ajaxq	0	0
ajaxrad	0	0
ajaxregform	0	0
ajaxrequest	0	0
ajaxrpg	0	0
ajaxschedule	0	0
ajaxseo	0	0
ajaxservice	0	0
ajaxservlet	0	0
ajaxshell	0	0
ajaxshine	0	0
ajaxshoutbox	0	0
ajaxsocialframe	0	0
ajaxspellchecke	0	0
ajaxstream	0	0
ajaxsudoku	0	0
ajaxtags	0	1
ajaxtestrunner	0	0
ajaxtk	0	0
ajaxtoaster	0	0
ajaxtop	0	0
ajaxtopicmap	0	0
ajaxtorrentflux	0	0
ajaxuibuilder	0	0
ajaxupload	0	0
ajaxurf	0	0
ajaxvnc	0	0
ajaxwebmail	0	0
ajaxwhois	0	0
ajaxwikisvn	0	0
ajaxwithgi	0	0
ajaxwm	0	0
ajaxws	0	0
ajbasic	0	0
ajbugdetect	0	0
ajc	0	0
ajc-for-eclipse	0	0
ajccc	0	0
ajchat	0	0
ajcoupling	0	0
ajcrm	0	0
ajct	0	0
ajdf	0	0
ajdmserver	0	0
ajdo	0	0
ajec	0	0
ajeer	0	0
ajefw	0	0
ajexa	0	0
ajexplorer	0	0
ajfork	0	0
ajform	0	0
ajgames	0	0
ajgenesis	0	0
ajhotdraw	0	0
ajhsqldb	0	0
ajhttpserver	0	0
ajile	0	0
ajio	0	0
ajl	0	0
ajm	0	0
ajmath	0	0
ajmitzel	0	0
ajocms	0	0
ajol	0	0
ajpdsoftavisoca	0	0
ajphpth	0	0
ajportal	0	0
ajprofiler	0	0
ajqtgui	0	0
ajrdatabase	1	0
ajserver	0	0
ajsframework	0	0
ajsp	0	0
ajstorm	0	0
ajstruts	0	0
ajui	0	0
ajumbled-budget	0	0
ajunit	0	0
ajustalegendas	0	0
ajwords	0	0
ajxtools	0	0
ak-istanbulx	0	0
ak2650	0	0
aka	0	0
akaciogps	0	0
akadav	0	0
akademi-mail	0	0
akademos	0	0
akai	0	0
akak	0	0
akamak	0	0
akari	0	0
akarmi	0	0
akarru	0	0
akarsu-basic	0	0
akasha	0	0
akasmfmods	0	0
akcerah	0	0
akdaemon	0	0
ake	0	0
akelos	0	0
akerblad	0	0
akg-helpsite	0	0
akgeasyeve	0	0
akhet	0	0
aki	0	0
akii	0	0
akiles	0	0
akilsoft	0	0
akinimod	0	0
akirachaplin	0	0
akirafreelancer	0	0
akisha	0	0
akismet-java	0	0
akismetcutenews	0	0
akita	0	0
akita-idp	0	0
akitalivechat	0	0
akitatech	0	0
akiva	0	0
akjay	0	0
akjsed	0	0
akkada	0	0
akkar	1	0
akktex	0	0
akkupear	0	0
akm	0	0
akmcms	0	0
akme	0	0
akmeffmpeg	0	0
akmemobilemaps	0	0
aknova	0	0
ako	0	0
akogrimo	0	0
akoie	0	0
akoon	0	0
akoria	0	0
akorn	0	0
akote	0	0
akoya	0	0
akp	0	0
akregator	0	0
akrintranet	0	0
akrip	0	0
akripcom	0	0
akriti	0	0
akro	0	0
akrogen	0	0
akrom	0	0
akrti	0	0
aksdna	0	0
aksframewrk	0	0
akshar	0	0
akshara	0	0
aksharaindic	0	0
aksharbodh	0	0
akson	0	0
aksrechner	0	0
aksui	0	0
