#  file: sfRawForumPosts2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes forum post data for each project. This info 
#  is summed from the daily data for the previous 60 days. 
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, sum(forum_posts)
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#  ORDER BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  forum_posts: the sum of forum_posts for this 60-day period 
proj_unixname	sum(forum_posts)
jeu	0
jeu-de-go	0
jeu-du-moulin	0
jeuclid	0
jeuclide	0
jeudedames	0
jeusex	0
jeval	0
jevaluate	0
jeveapi	0
jevent	0
jeveproject	0
jevolution	0
jevoncms	0
jevonweb	0
jewa	0
jewel	0
jewelcli	0
jewelerp	0
jewelgui	0
jeweljanelmaven	0
jeweltools	0
jewelvm	0
jex	0
jexample	0
jexcelapi	0
jexcelutil	0
jexcelwriter	0
jexchange	0
jexchangeclient	0
jexchangemail	0
jexecsql	0
jexecute	0
jexecutor	0
jexi	0
jexifviewer	0
jexigo	0
jexin	0
jexmaralda	0
jexml	0
jexpedition	0
jexperts	0
jexplorer	0
jexplosion	0
jexs	0
jext	1
jextar	0
jextractor	0
jexus	0
jexview	0
jexxe	0
jey	0
jeyeme	0
jezabel	0
jezednevnik	0
jezxmlconfig	0
jezz	0
jezzbenthaminc	0
jf-flashmp3	0
jfa	0
jface	0
jfacedbc	0
jfacedetection	0
jfacefactories	0
jfacets	0
jfacturacion	0
jfakegps	0
jfallingblocks	0
jfamilytreasury	0
jfamix	0
jfan	0
jfaq	0
jfaqmatic	0
jfarmer	0
jfast	0
jfast-fsm-sim	0
jfastpong	0
jfb	0
jfbbscheduler	0
jfccc	0
jfcfixtures	0
jfchess	0
jfclugnetclient	0
jfcmac	0
jfcml	0
jfcms	0
jfctags	0
jfcunit	0
jfcunit-2	0
jfcx	0
jfd	0
jfdi	0
jfdiff	0
jfeed	0
jfeedback	0
jfeedbackrating	0
jfeedreader	0
jfeeds	0
jfema	0
jfep	0
jfern	0
jfetch	0
jfetchbox	0
jfetcher	0
jfex	0
jff	0
jffa	0
jffmpeg	0
jffmpeggui	0
jffnms	2
jffp	0
jffs2os	0
jfftpack	0
jffxiclock	0
jfifteenpuzzle	0
jfig	0
jfightsupportrm	0
jfiglet	0
jfigure	0
jfiki	0
jfile-lib	0
jfilecatalog	0
jfilechecker	0
jfilechooser2	0
jfilecommander	0
jfilecrypt	0
jfiledown	0
jfileexplorer	0
jfilehelpers	0
jfilelight	0
jfilelister	0
jfilemailer	0
jfilemanager	0
jfilemanip	0
jfilemerge	0
jfilenotify	0
jfileparser	0
jfiler	0
jfilereader	0
jfilerenamer	0
jfilescan	0
jfilesegregator	0
jfileserver	0
jfilesindexer	0
jfilesplitter	0
jfilesync	1
jfileup	0
jfileuploader	0
jfilewatch	0
jfima	0
jfin	0
jfinance	0
jfinancemanager	0
jfinancial	0
jfind	0
jfinder	0
jfindreplace	0
jfireworks	0
jfish	0
jfisherman	0
jfist	0
jfits	0
jfive	0
jfix	0
jfixclient	0
jfixture	0
jfj	0
jfl	0
jflac	0
jflag	0
jflagcap	0
jflash	0
jflashcards	0
jflashget	0
jflashplayer	0
jflat	0
jflex	0
jflexmenu	0
jfli	0
jflickruploader	0
jflight	0
jflightconrol	0
jflightlog	0
jflightwizard	0
jflog	0
jflop	1
jflouze	0
jflowchart	0
jflowcollector	0
jflowengine	0
jflower	0
jflt	0
jfluidflow	0
jflv2avi	0
jflvlib	0
jflvplayer	0
jfm	0
jfman	0
jfmarinas	0
jfoaf	0
jfocusedspider	0
jfolder	0
jfolderchooser	0
jfoldercreate	0
jfoldersync	0
jfontchooser	0
jfonttools	0
jfooid	0
jfor	0
jforc	0
jforce	0
jforensics	0
jforest	0
jforganizator	0
jforge	0
jform	0
jformat	0
jformatter	0
jformmail	0
jforms	0
jformulaeditor	0
jformulaengine	0
jformular	0
jformunix	0
jfortress	0
jfortune	0
jforum	0
jfoto	0
jfotolog	0
jfoxmail	0
jfp	0
jfpl	0
jfpm	0
jfqengine	0
jfrac	0
jfrace	0
jfractionlab	0
jfraglets	0
jframe	0
jframegenerator	0
jframework	0
jfred	0
jfreeapplet	0
jfreechart	0
jfreedbc-lib	0
jfreedesigner	0
jfreemail	0
jfreemon	0
jfreeplayer	0
jfreeprofcenter	0
jfreereport	0
jfreeserver	0
jfreeshop	0
jfritz	0
jfrog	0
jfrogdb	0
jfront4mysql	0
jfrt	0
jfs	0
jfs4bsd	0
jfsaccounting	0
jfserv	0
jfsm	0
jfsrec	0
jfsudoku	0
jfsx	0
jft	0
jftk	0
jftools	0
jftp	0
jftp4i	0
jftpa	0
jftpcluster	0
jftpd	0
jftpdms	0
jftpsync	0
jfucheckers	0
jfuf	0
jfugu	0
jfugue	0
jfugue4eclipse	0
jfulbo	0
jfunc	0
jfunctional	0
jfunctionviewer	0
jfusch	0
jfuse	0
jfuzzy	0
jfuzzylogic	5
jfw-software	0
jfwprj	0
jfx-sightmax	0
jfxp	0
jfxpictureview	0
jfxunit	0
jga	2
jgaap	0
jgabl	0
jgabong	0
jgadgets	0
jgadu	0
jgaia	0
jgal	0
jgallery	0
jgam	0
jgame-builder	0
jgame-engine	0
jgame-java	0
jgame2d	0
jgameadmin	0
jgameai	0
jgameaiproject	0
jgamebase	0
jgamebuilder	0
jgamecollection	0
jgamefly	0
jgamelibrary	0
jgames	0
jgamess	0
jgaming	0
jgammon	0
jgantt	0
jgap	0
jgapi	0
jgarden	0
jgarminimg	3
jgarudaeditor	0
jgate	0
jgather	0
jgatms	0
jgaugebean	2
jgb	0
jgbbs	0
jgcalendar	0
jgconfig	0
jgcpp	0
jgcs	0
jgdesarrollo	0
jgds	0
jgdsbrowser	0
jgdsparser	0
jge-engine	0
jgear	0
jgears	0
jgebafe	0
jgedcom	0
jgedit	0
jgen	0
jgen-database	0
jgenalg	0
jgenea	0
jgenealogy	0
jgenerals	0
jgenerator	0
jgenesis	0
jgenfile	0
jgenutil	0
jgeocoder	0
jgep	0
jgestion	0
jget	0
jgetdate	0
jgetfe	0
jgetfile	0
jgfgj	0
jgftb	0
jgfw	0
jggini	0
jgibblda	0
jgift	0
jgim	0
jgini	0
jgiortes	0
jgirl	0
jgistools	0
jgl	0
jglade	0
jglchartutil	0
jglib	0
jglide	0
jglider	0
jglim	0
jglogging	0
jgloss	0
jglse	0
jglue	0
jgmail	0
jgml	0
jgmover	0
jgmshpane	0
jgnash	0
jgnash2qif	0
jgnucashlib	0
jgnuplot	0
jgnuteca	0
jgo	0
jgo-scroller	0
jgoban	0
jgod	0
jgod-oficial	0
jgolfstats	0
jgoose	0
jgos	0
jgossipforum	0
jgourmet	0
jgp	0
jgpd	0
jgpgwrapper	0
jgpibenet	0
jgprog	0
jgps	0
jgpsbabel	0
jgpshell	0
jgpsm	0
jgpsmap	0
jgpxtool	0
jgradebase	0
jgrader	0
jgram	0
jgraph	0
jgraphapi	0
jgrapher	0
jgraphica	0
jgraphiceye	0
jgraphics	0
jgraphlib	0
jgrapht	15
jgraphtool	0
jgraphviz	0
jgrass	0
jgrath	0
jgrep	0
jgreylister	0
jgrib	1
jgrid	0
jgridshift	0
jgrinder	0
jgrouikgrouik	0
jgroup	0
jgroups	0
jgroupware	0
jgrp	0
jgrx	0
jgserver	0
jgt	0
jgt-project	0
jgtd	0
jgte	0
jgtl	0
jguard	86
jgui	0
jguic	0
jguid	0
jguigen	0
jguiraffe	0
jgum	0
jgup	0
jgutenberg	0
jgv	0
jgym	0
jh9n	0
jhack	0
jhaipc	0
jhal	0
jham	0
jhambook	0
jhandballmoves	1
jhandynotes	0
jhangman	0
jharon	0
jhashcalc	0
jhaskell	0
jhat	0
jhathi	0
jhatmanager	0
jhawk	0
jhawkingcam	0
jhax	0
jhbci	0
jhc	0
jhcms	0
jhcore	0
jhdc	0
jhdl	0
jheader	0
jhealth	0
jheap	0
jhebrew	0
jhecomponent	0
jhelp	0
jhelpbuilder	0
jhelpdev	0
jhelper	0
jhelpgenerator	0
jhelplite	0
jhelpmaker	0
jhepwork	0
jhershbergerimp	0
jheuristics	0
jhex	0
jhexdump	0
jhextris	0
jhf	0
jhfax	0
jhfc	0
jhfcaptcha	0
jhgjhgjghjghj	0
jhid	0
jhide	0
jhijack	0
jhint	0
jhippo	0
jhis	0
jhive	0
jhlib	0
jhlog	0
jhm	0
jhmmsim	0
jhome	0
jhomecontrol	0
jhomenet	0
jhomm	0
jhoney	0
jhoren	0
jhorus	0
jhoss	0
jhotdraw	28
jhotel	0
jhound	0
jhove	0
jhove2	0
jhovno	0
jhp	0
jhpc	0
jhpiano	0
jhpservlet	0
jht	0
jhtget	0
jhtm	0
jhtml	0
jhtmldoc	0
jhtmllogger	0
jhtmlmanager	0
jhtmlparser	0
jhtmltextarea	0
jhtmltree	0
jhttp	0
jhttp2	0
jhttpbruteforce	0
jhttpd	0
jhttpmonitor	0
jhttptracer	0
jhum	0
jhunlang	0
jhydra	0
jhylafax	0
jhyperlabel	0
ji18n	0
ji2pccae	0
jia	0
jiadoc	0
jiaf	0
jiagram	0
jiaho	0
jiania	0
jianzidian	0
jiapi	0
jib	0
jibberish	0
jibe	0
jibeframework	0
jibiki	0
jibisholdem	0
jiboia	0
jiboot	0
jibot	0
jibs	0
jibte	0
jibx	0
jic	0
jical2	0
jicalclient	0
jicalendar	0
jicard	0
jicarilla	0
jice	0
jice-net	0
jicengine	2
jicense	0
jiching	0
jicmtm	0
jicomnet-linux	0
jicq	0
jicra	0
jicyshout	0
jid3	0
jid3-lib	0
jidbbackup	0
jide-nbm	0
jide-springrich	0
jidebuilder	0
jidec	0
jideoguard	0
jideos	0
jidvolo	0
jidx	0
jieda-market	0
jief	0
jiemamy	0
jiephp	0
jietinglauncher	0
jiexplorer	0
jif	0
jiff	0
jiffie	0
jiffy	0
jiffy-framework	0
jiffytime	0
jiframework	0
jift	0
jifu	0
jig	0
jig-project	0
jigen	0
jiggle	0
jigglesigpro	0
jiggywiki	0
jigs	0
jigsaw	0
jigsaw-ide	0
jigsaw-solver	0
jigsawbms	0
jigsawlogviewer	0
jigsawrecruit	0
jigsforjava	0
jigso	0
jihad	0
jii	0
jiim	0
jiim-web	0
jiimote	0
jiintegrator	0
jiinxed	0
jiipco	0
jiis	0
jijo	0
jikekod	0
jikes	0
jiki	0
jil	0
jilc	0
jilearn	0
jiletters	0
jilia-editor	0
jiljil	0
jillsbandaid	0
jilruntime	0
jim	0
jim2mov	0
jimage	0
jimage-analyst	0
jimagedb	0
jimageexplore	0
jimagemanager	0
jimagemapper	0
jimagenavigator	0
jimagetaglib	0
jimageview	0
jimagine	0
jimap	0
jimaplib	0
jimaths	0
jimatis	0
jimbo	0
jimbot	0
jimbotmoddedole	0
jimbovector3d	0
jimcat	0
jimdb	0
jimdeep	0
jimet	0
jimf	0
jimgame	0
jimhr	0
jimi	0
jimini	0
jimix	0
jimjat	0
jimjava	0
jiml	0
jimm	0
jimmy	0
jimmygo	0
jimo	0
jimogtruss	0
jimola	0
jimp	0
jimpa	0
jimpi	0
jimpla	0
jimpos	0
jimposition	0
jimps	0
jimpuzzle	0
jims	0
jimu	0
jin	1
jin-im	0
jina	0
jinairjs	0
jinais	0
jinamp	0
jindex4u	0
jinform	0
jing	0
jing2004	0
jing2004sm	0
jingle-forum	0
jingpac	0
jings	0
jini	0
jini-tools	0
jiniexamples	0
jinilaunch	0
jinit	0
jinius	0
jinix	0
jink	0
jinkdebugger	0
jinlook	0
jinn	0
jinngine	0
jinniplugin	0
jinny	0
jinsim	0
jinstall	0
jinstalltool	0
jinsur	0
jint	0
jintelli	0
jinterestrate	0
jinterpreter	0
jinterpreterfpc	0
jintersect	0
jinterview	0
jintilla	0
jintrovert	0
jinux	0
jinvent	0
jinvest	0
jinx	0
jinx-linux	0
jinx00	0
jinxbot	0
jinyan	0
jinzora	0
jip	0
jipc	0
jipc-i	0
jipcalc	0
jipcam	0
jipcc	0
jipe-dream	0
jipexams	0
jipfire	0
jiph	0
jipi	0
jipl	0
jiplu	0
jipm	0
jipms	0
jipos	0
jipp	0
jippysnake	0
jiprof	16
jiproute	0
jipsi	0
jipsy	0
jipt	0
jir	0
jira-in-agile	0
jira-plugins	0
jira-worklogadd	0
jiraconn	0
jiracs	0
jiraext	0
jiraya	0
jirc	0
jirc-c	0
jirc-tv	0
jircb	0
jircchatting	0
jircd	0
jirchat	0
jircii	0
jircleecher	0
jircserver	0
jircwin	0
jirg	0
jirleech	0
jirr	4
jirrm	0
jirs	0
jirsa	0
jirx	0
jisam	0
jisc-eprofile	0
jisc-grouplog	0
jisdnmon	0
jisdnpmremote	0
jishophp	0
jisio	0
jisirc	0
jisirc-jbot	0
jism	0
jiso-game3	0
jiso9660	0
jisoengine	0
jisolate	0
jisoman	0
jisql	0
jisstech	0
jissue	0
jissuetracker	0
jistar	0
jistory	0
jisue	0
jitaftp	0
jitl	0
jitogreproject	0
jitool	0
jitpharm	0
jitpro	0
jits	0
jitsc	0
jitsu	0
jitt64	0
jitterbit	0
jity	0
jiugua	0
jiuston	0
jiv	0
jivalo	0
jivan	0
jivaro	0
jive	0
jive-ivr	0
jiveiob	0
jives	0
jix	0
jixe	0
jixi	0
jiyu	0
jiz	0
jizer	0
jizz	0
jj-cdm	0
jj2server	0
jjack2	0
jjam	0
jjbox	0
jjcode	0
jjcpa	0
jjedgar	0
jjfmapper	0
jjfw	0
jjgo	0
jjh	0
jjide	0
jjj	0
jjjiten	0
jjjjjjjjjj	0
jjjukebox	0
jjlib	0
jjmonarch	0
jjmpeg	3
jjmplayer	0
jjnavmediaplaye	0
jjobq	0
jjoin	0
jjos	0
jjounal	0
jjpasswordsafe	0
jjr	0
jjsendmail	0
jjsip	0
jjt1	0
jjteacher	0
jjteam	0
jjudge	0
jjukebox	0
jjvm	0
jjweather	0
jk-framework	0
jk-quiz	0
jk3d	0
jkad	0
jkademlia	0
jkaiui	0
jkakuro	0
jkalender	0
jkalman	0
jkangoo	0
jkannel	0
jkapture	0
jkbs	0
jkc	0
jkchatroom	0
jkd-remote	0
jkd-syseye	0
jkdnewswebmin	0
jkeepass	0
jkeitai	0
jker	0
jkex	0
jkey	0
jkeyman	0
jkeynotes	0
jkflow	0
jkicker	0
jkids	0
jkinetics	0
jkinship	0
jkiska	0
jkiss	0
jkiwi	0
jkj	0
jkl	0
jklibman	0
jkmew	0
jkmlcreator	0
jkmount	0
jkngine	0
jknit	0
jkniv	0
jknnl	0
jknow	0
jknowledgebase	0
jknox	0
jkoha	0
jkomar	0
jkompare	0
jkonquest	0
jkonverter	0
jkookofctags	0
jkos	0
jkryptobox	0
jktalog	0
jktournament	0
jkurses	0
jl-project	0
jla	0
jlab	0
jlab-toolbox	0
jlabase	0
jlabeler	0
jlabrad	0
jlabyrinth	0
jlac	0
jlad	0
jlal	0
jlambda	0
jlanchat	0
jlanguagelearn	0
jlaps	0
jlast	0
jlastfm	0
jlastfmlib	0
jlatex	0
jlatin	0
jlatp	0
jlaufprogramm	0
jlauncher	0
jlaunchpad	0
jlay	0
jlayercheck	0
jlayout	0
jlbench	0
jlc	0
jlcad	0
jlcd	0
jlcdproc-client	0
jlcg	0
jlcommand	0
jlcr	0
jldap	0
jldap-service	0
jldapab	0
jldapbeans	0
jleaf	0
jlearn	0
jleech	0
jlegion	0
jlegoemu	0
jlemmings	0
jlemonadestand	0
jlemur	0
jlense	0
jlesa	0
jletwolfpack	0
jlexamplecode	0
jlf	0
jlgui	0
jlhafrontend	0
jli	0
jli-gameengine	0
jli-pre-project	0
jlib	0
jlib-api	0
jlibcas	0
jlibdc1394	0
jlibdiff	0
jlibeps	0
jlibnet	0
jlibole	0
jlibpod	0
jlibrary	6
jlibrary-sql	0
jlibrtp	0
jlibtracker	0
jlife	0
jlifeai	0
jlifeblog	0
jlifecycle	0
jlifegame	0
jlifegen	0
jlifelines	0
jlifemonitor	0
jlifesim	0
jlight	0
jlighter	0
jlilac	0
jlinalg	0
jline	1
jlingo	0
jlingr	0
jlink	0
jlinker	0
jlinkgrammar	1
jlinksyslogger	0
jlinq	0
jlinteclipse	0
jlinuxspeaker	0
jlips	0
jlipsync	1
jlirc	0
jliriw	0
jlisa	0
jlisp	0
jlist2d	0
jlisteners	0
jlite	0
jliteweb	0
jlitlist	0
jlive	0
jlivejournal	0
jllama	0
jlll	0
jllvm	0
jlm	0
jlmake	0
jlmap	0
jlmapper	0
jlmediaplayer	0
jlmenu	0
jlms	0
jlmse	0
jlmtpd	0
jlmud	0
jlo	0
jload	0
jloc	0
jlocate	0
jloderunner	0
jlog	0
jloganalyser2	0
jlogbook	0
jlogger	0
jlogic	0
jlogicim	0
jlogics	0
jlogicsim	0
jlogik	0
jlogix	0
jlogmonitor	0
jlogreader	0
jlogtool	0
jlogutil	0
jlogviewer	0
jlokg	0
jlol	0
jlongtcpconn	0
jlook	0
jloom	0
jlop	0
jlote	0
jlotro	0
jlpmoz	0
jlpr	0
jlpt	0
jlptvoctopdf	0
jlpv	0
jls	0
jlsb100	0
jlscp	0
jlsguest	0
jlshelby	0
jlst	0
jlsystem	0
jltd	0
jlua	0
jlue	0
jlug	0
jlwizard	0
jlynx	0
jlyric	0
jlyrics	0
jmaay	0
jmac	0
jmachine	0
jmacplot	0
jmad	0
jmaestro	0
jmafreesoft	0
jmagallanes	0
jmage	0
jmagic	0
jmagick	0
jmagick-correct	0
jmaid	0
jmail	0
jmail-intranet	0
jmailboxmonitor	0
jmailchecker	0
jmailclient	0
jmailconfig	0
jmailer	0
jmailerp91	0
jmailerp911	0
jmailfs	0
jmailinglist	0
jmailnotifier	0
jmailpush	0
jmails	0
jmailserver	0
jmailsrv	0
jmailto	0
jmaintenance	0
jmake	0
jmakeztxt	0
jmal	0
jmambo	0
jman	0
jman-mp3-server	0
jmanage	2
jmanagement	0
jmange	0
jmantools	0
jmapcreator	0
jmapdesk	0
jmapeditor	0
jmapi	0
jmapper	0
jmapview	0
jmario	0
jmarioworld	0
jmarket	0
jmarkets	0
jmarkovchains	0
jmarks	0
jmars	0
jmasqdialer	0
jmaster	0
jmaster999no1	0
jmastermind	0
jmat	0
jmataxx	0
jmatchtemplate	0
jmate	0
jmates	0
jmath	0
jmathematics	0
jmathlib	0
jmathlibrary	0
jmathplot	0
jmathquiz	0
jmathtex	0
jmathtools	0
jmathx	0
jmatio	0
jmatlab	0
jmatlink	0
jmatrices	0
jmatrix	0
jmatrixcalc	0
jmatrixview	0
jmatsuo	0
jmax	0
jmax-phoenix	0
jmaze	0
jmazewars	0
jmb	0
jmba	0
jmbase	0
jmbasestudent	0
jmbd	0
jmbf	0
jmbox	0
jmbtagger	0
jmbus	0
jmc	0
jmc-alsa	0
jmca	0
jmcad	0
jmcce-console	0
jmcg	0
jmcliente	0
jmcm	0
jmcommander	0
jmcop	0
jmd	0
jmdb	0
jmdc	0
jmddl	0
jmdi	0
jmdict	0
jmdict-net	0
jmdiframework	0
jmdns	0
jmdsql	0
jmdsync	0
jme-physics	0
jme-swt	0
jmea	0
jmeasurement2	0
jmed2tex	0
jmedcat	0
jmedia	0
jmediacat	0
jmediacatalog	0
jmediagallery	0
jmedialibrary	0
jmediamanager	0
jmedias	0
jmediatags	0
jmeeting	0
jmel	0
jmeld	2
jmemento	0
jmemomaker	0
jmemorize	6
jmemory	0
jmemoryassert	0
jmemphys	0
jmencode	0
jmencoder	0
jmencodergui	0
jmenugenerator	0
jmenumaker	0
jmepaint	0
jmephototools	0
jmeplugin	0
jmesh	0
jmeshlib	0
jmesoapserver	0
jmesql	0
jmessage	0
jmessenger	0
jmetalink	0
jmetamorphosis	0
jmetarparser	0
jmetechground	0
jmeter	0
jmeter-httpmon	0
jmetercn	0
jmeterplus	0
jmetis	0
jmetric	0
jmetrics	0
jmetro	0
jmetronomo	0
jmf4eclipse	0
jmforms	0
jmfp	0
jmfront	0
jmfx	0
jmgui	0
jmh	0
jmhing	0
jmi	0
jmibbrowser	0
jmica	0
jmichelle	0
jmicr	0
jmicro	0
jmicromvc	0
jmicropolygon	0
jmicroscope	0
jmidas-xbrl	0
jmiditools	0
jmighty	0
jmigration	0
jmigrator	0
jmigre	0
jmileage	0
jmill	0
jmimemagic	0
jminc	0
jmindtrainer	0
jminelib	0
jminer	0
jminesweeper	0
jminesweepsorin	0
jminigolf	0
jmip	0
jmir	0
jmirage	0
jmirc	2
jmisc	0
jmismo	0
jmixnet	0
jmixsim	0
jmk	0
jmkey-creator	0
jmkininrrpg	0
jml	0
jmlnitrate	0
jmlspecs	0
jmlt	0
jmm	0
jmmcms	0
jmmf	0
jmmg	0
jmml	0
jmmogserver	0
jmmp	0
jmmplayer	0
jmms	0
jmmslib	14
jmn-lib	0
jmnews	0
jmobbler	0
jmobcompclient	0
jmobi	0
jmobile	0
jmobilecore	1
jmobquiz	0
jmod	0
jmod-detector	0
jmodbus	1
jmodeler	0
jmodnews	0
jmodplayer	0
jmodular	0
jmodule	0
jmodules	0
jmoffice	0
jmog	0
jmol-net	0
jmoldraw	0
jmoloko	0
jmolproject	0
jmom	0
jmomo	0
jmon	0
jmoney	0
jmoneybrasil	0
jmoneycontrol	0
jmoneydb	0
jmoneytracker	0
jmoneytrans940	0
jmonit	0
jmonitor	0
jmonitoring	0
jmono	0
jmonop	0
jmonopoly	0
jmonster	0
jmontools	0
jmoo	0
jmood	0
jmoon	0
jmootcher	0
jmooze	0
jmorph	0
jmorpheus	0
jmorpion	0
jmorse	0
jmosaic	0
jmosser	0
jmote	0
jmousewheel	0
jmove	0
jmovie	0
jmoviebase	0
jmoviecatalog	0
jmovies	0
jmp	0
jmp3	0
jmp3cast	0
jmp3cat	0
jmp3info	0
jmp3lib	0
jmp3player	0
jmp3renamer	0
jmp3splitter	0
jmpbriscola	0
jmpd	0
jmpeg2	0
jmplayer	0
jmr	0
jmri	0
jmrs	0
jmrssreader	0
jmrtd	2
jmrtools	1
jms	0
jms-msmq	0
jms4j2me	0
jmsadmin	0
jmsapi-01	0
jmsbrowser	0
jmscat	0
jmscf	0
jmschat	0
jmscts	0
jmsdof	0
jmse	0
jmsearch	0
jmsg	0
jmsgproject	0
jmslistener	0
jmsloadtester	0
jmsme	0
jmsmq	0
jmsn	0
jmsnmessenger	0
jmspeex	0
jmsqlversioner	0
jmsrmi	0
jmstesttool	0
jmsunit	0
jmsutils	0
jmsx-me	0
jmt	14
jmta	0
jmtf	0
jmtp	0
jmu	0
jmu365	0
jmub	0
jmud	0
jmudclient	0
jmudlib	0
jmule	0
jmuletoo	0
jmulti	14
jmultilab	0
jmultilanguage	0
jmultiplug	0
jmultir	0
jmultiunit	0
jmunit	0
jmusiccreator	0
jmusicfiles	0
jmusicmaker	1
jmut	0
jmute	0
jmutil	0
jmuweb	0
jmux	0
jmvc	0
jmvm	0
jmvpserver	0
jmwa	0
jmwb	0
jmwof	0
jmws	0
jmwstudio	0
jmx-bench	0
jmx4odp	0
jmxbox	0
jmxconsoletools	0
jmxext	0
jmxplorer	0
jmxproxy	0
jmxshell	0
jmxsoapcon	0
jmxtaglib	0
jmxtools	0
jmxunit	0
jmxview	0
jmyadmin	0
jmyadminblue	0
jmycal	0
jmydbc	0
jmyfilesutils	0
jmyfrontsql	0
jmymoney	0
jmync	0
jmysimplesynchr	1
jmyspaceiml	0
jmysqladmin	0
jmysqlfront	0
jmystore	0
jmyth-comm	0
jmythtv	0
jn-cdcat	0
jnac	0
jnae	0
jnagios	0
jnap	0
jnap354	0
jnapster	0
jnati	0
jnative	27
jnativelicence	0
jnauty	0
jnav	0
jnavtools	0
jnbds	0
jnbmp3player	0
jnbsf	0
jnc	0
jnc-api	0
jnca	0
jncc2	0
jncomponents	0
jncp	0
jncss4eclipse	0
jncurses	0
jndie	0
jndiff	0
jnef	0
jnefprox	0
jnerator	0
jnerve	0
jnessuslib	0
jnet	0
jneta	0
jnetclip	0
jnetconf	0
jnetconfig	0
jnetcube	0
jnetdev	0
jnetdump	0
jnetedit	0
jnetfilter	0
jnetflow	0
jnetix	0
jnetlib	0
jnetmanager	0
jnetmap	0
jnetmaze	0
jnetmusicplay	0
jnetpcap	0
jnetperf	0
jnetpong	0
jnetprobe	0
jnetscan	0
jnetsend	0
jnetsim	0
jnetsoul	0
jnetstack	0
jnetstream	0
jnetsync	0
jnetteamplayer	0
jnettool	0
jnettutor	0
jnetvis	0
jnetworkutil	0
jneuralnetwork	0
jneuron	0
jnews	0
jnewsdruid	0
jnewsfeed	0
jnewsgate	0
jnewsmaker	0
jnewton	1
jnex	0
jnexcms	0
jnexstats	0
jnf	0
jnfa	0
jnfq	0
jnfs	0
jnfserver	0
jng	0
jnget	0
jngldrum	0
jnhp	0
jni-inchi	0
jnicapi	0
jnickcreator	0
jnidaqmx	0
jnids	0
jniki	0
jnilogmonitor	0
jnine	0
jnintegration	0
jnios	0
jniosocket	0
jnipp	0
jniunrar	0
jnius	0
jnix	0
jnjb	0
jnjosportal	0
jnl	0
jnleach	0
jnlopt	0
jnlpextensions	0
jnlpoffice	0
jnlptt	0
jnlseditor	0
jnm	0
jnn	0
jnnp	0
jnnss	0
jnntp	0
jnntpe	0
jnocatan	0
jnode	0
jnokii	0
jnomo	0
jnoob	0
jnori	0
jnorm	0
jnormalform	0
jnote	0
jnotebook	0
jnotepad	0
jnotepad3-8	0
jnotes	0
jnotification	0
jnotify	0
jnr	0
jnrpe	0
jns	0
jnsga2	0
jnsp	0
jnstreenavi	0
jnsynch	0
jnt	0
jntg	0
jntp	0
jntservices	0
jntt-media-db	0
jnufw	0
jnuke	0
jnumerical	0
jnut	0
jnutch	0
jnutrix	0
jnuxband	0
jnvdl	0
jo2	0
joafip	0
joah	0
joakitox	0
joakote	0
joana	0
joanalizer	0
joanne	0
joaobobo	0
joaquim	0
joarse	0
joat	0
job	0
job-assigner	0
job-manager	0
job-placement	0
job-schedule	0
job-scheduler	0
jobap	0
jobbag	0
jobber	0
jobboardsoftwar	0
jobbuddy	0
jobclassifieds	0
jobclient	0
jobcontrol	0
jobcrawler	0
jobdb	0
jobdii	0
jobeengo	0
jobegallery	0
jobengine	0
jobexftp	0
jobexx	0
jobfinder	0
jobfuscate	1
jobharvest	0
jobhelper	0
jobhunter	0
jobi	0
jobill	0
jobjar	0
jobjectfinder	0
jobjects	0
jobjectstore	0
joblog	0
joblogger	0
jobman	0
jobmanager	0
jobmanagment	0
jobmarket	0
jobmatch	0
jobmeet	1
jobmgr	0
jobminedefuser	0
jobmon	0
jobmonarch	0
jobnet	0
jobnetwork	0
jobo	0
jobpal	0
jobportal	0
jobpostsystem	0
jobpro	0
jobproclib	0
jobscheduler	178
jobservatory	0
jobshop-mbp	0
jobsite	0
jobswarm	0
jobtrack	0
jobtracker	0
jobtrackerapp	0
joc	0
jocache	0
jocdelavida	0
jocket	0
jockey	0
joco	0
jocolibs	0
joconda	0
jocr	2
jocrad	0
joctave	0
joctet	0
joctree	0
jocundmail	0
jod	0
joda	2
joda-primitives	0
joda-time	22
jodatimecalenda	0
jodbc2mysqlcopi	0
jodbms	0
jodd	0
jode	0
jodeeclipse	0
jodete	0
jodgi	0
jodm	0
jodo	0
jodoc	0
jodrell	0
jodreports	2
