#  file: fmRawProjectStats2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, vitality_score, vitality_percent, 
#  vitality_rank, popularity_score, popularity_percent, popularity_rank, rating, 
#  rating_count, rating_rank, subscriptions
#  FROM `fm_projects`
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	vitality_score	vitality_percent	vitality_rank	popularity_score	popularity_percent	popularity_rank	rating	rating_count	rating_rank	subscriptions
38048	kggs\n    	1.0\n    	NULL	NULL	15.1\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38053	ichatexporter\n    	2.01\n    	NULL	NULL	23.62\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38055	rss-im\n    	1.49\n    	NULL	NULL	114.13\n    	NULL	NULL	0\n    	0\n    	NULL	25\n    
38056	editsource\n    	1.0\n    	NULL	NULL	21.82\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38058	simplehttpd\n    	1.0\n    	NULL	NULL	36.99\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
38059	physics3d\n    	1.74\n    	NULL	NULL	60.52\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
38060	libbt\n    	2.68\n    	NULL	NULL	96.9\n    	NULL	NULL	0\n    	0\n    	NULL	29\n    
38063	binpost\n    	1.42\n    	NULL	NULL	16.85\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38072	sbam\n    	1.0\n    	NULL	NULL	18.6\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38073	cone\n    	21.85\n    	NULL	NULL	215.23\n    	NULL	NULL	4\n    	4\n    	NULL	37\n    
38076	psyncx\n    	3.14\n    	NULL	NULL	75.37\n    	NULL	NULL	0\n    	0\n    	NULL	19\n    
38078	vmime\n    	3.73\n    	NULL	NULL	92.25\n    	NULL	NULL	1\n    	1\n    	NULL	22\n    
38079	libtc\n    	3.52\n    	NULL	NULL	118.73\n    	NULL	NULL	1\n    	2\n    	NULL	36\n    
38081	palm-sv203\n    	1.0\n    	NULL	NULL	19.75\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38086	nkplatinum\n    	1.0\n    	NULL	NULL	12.81\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38088	openclinic\n    	2.28\n    	NULL	NULL	130.14\n    	NULL	NULL	0\n    	1\n    	NULL	28\n    
38089	poplimitd\n    	1.0\n    	NULL	NULL	28.28\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38091	libmodbus\n    	1.0\n    	NULL	NULL	27.71\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38093	cuecat-driver\n    	1.42\n    	NULL	NULL	69.45\n    	NULL	NULL	1\n    	1\n    	NULL	12\n    
38094	cueact\n    	1.0\n    	NULL	NULL	43.45\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
38097	qtexmaker\n    	22.67\n    	NULL	NULL	363.99\n    	NULL	NULL	5\n    	5\n    	NULL	60\n    
38098	naina\n    	0.0\n    	NULL	NULL	9.7\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38099	qgfe\n    	1.0\n    	NULL	NULL	87.44\n    	NULL	NULL	1\n    	1\n    	NULL	10\n    
38105	submount\n    	2.59\n    	NULL	NULL	123.9\n    	NULL	NULL	1\n    	1\n    	NULL	42\n    
38106	faus\n    	5.0\n    	NULL	NULL	75.02\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
38108	usr_sure_connect_linux_driver\n    	1.0\n    	NULL	NULL	16.73\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38111	verbiste\n    	97.75\n    	NULL	NULL	205.8\n    	NULL	NULL	7\n    	7\n    	NULL	38\n    
38112	dustbowl\n    	1.41\n    	NULL	NULL	40.58\n    	NULL	NULL	0\n    	1\n    	NULL	8\n    
38113	plush\n    	1.0\n    	NULL	NULL	29.22\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38114	nanoblogger\n    	17.26\n    	NULL	NULL	184.67\n    	NULL	NULL	6\n    	6\n    	NULL	55\n    
38118	qdist\n    	4.96\n    	NULL	NULL	46.82\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
38119	acdesigner\n    	1.0\n    	NULL	NULL	74.68\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
38120	php_tree\n    	2.01\n    	NULL	NULL	36.57\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38127	satan\n    	1.0\n    	NULL	NULL	41.42\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38128	publicador\n    	1.0\n    	NULL	NULL	12.41\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38130	jabacats\n    	1.0\n    	NULL	NULL	19.44\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38134	doclite\n    	1.42\n    	NULL	NULL	29.92\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38135	sphpell\n    	1.0\n    	NULL	NULL	47.15\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
38136	jrman\n    	2.95\n    	NULL	NULL	28.84\n    	NULL	NULL	1\n    	1\n    	NULL	7\n    
38141	bblog\n    	3.36\n    	NULL	NULL	48.33\n    	NULL	NULL	1\n    	1\n    	NULL	15\n    
38143	torrentsniff\n    	1.76\n    	NULL	NULL	79.96\n    	NULL	NULL	0\n    	0\n    	NULL	22\n    
38145	openloadtester\n    	1.0\n    	NULL	NULL	33.05\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38146	galena\n    	2.8\n    	NULL	NULL	108.04\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
38149	braa\n    	1.82\n    	NULL	NULL	64.4\n    	NULL	NULL	1\n    	1\n    	NULL	16\n    
38156	cream-pts\n    	1.0\n    	NULL	NULL	19.03\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38159	gpppwrap\n    	1.0\n    	NULL	NULL	12.33\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38164	dnspython\n    	4.98\n    	NULL	NULL	76.41\n    	NULL	NULL	0\n    	0\n    	NULL	20\n    
38165	jao\n    	1.0\n    	NULL	NULL	18.65\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38167	catviz\n    	1.94\n    	NULL	NULL	27.93\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
38172	joone\n    	4.81\n    	NULL	NULL	140.18\n    	NULL	NULL	2\n    	2\n    	NULL	49\n    
38173	saros\n    	1.51\n    	NULL	NULL	80.06\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
38174	uln\n    	1.44\n    	NULL	NULL	107.39\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
38176	seeborg\n    	1.76\n    	NULL	NULL	22.38\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38177	lancer\n    	1.0\n    	NULL	NULL	12.25\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38181	xmmsnp\n    	1.42\n    	NULL	NULL	39.6\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38182	downman\n    	1.76\n    	NULL	NULL	56.77\n    	NULL	NULL	0\n    	1\n    	NULL	10\n    
38185	docpile\n    	2.29\n    	NULL	NULL	149.24\n    	NULL	NULL	1\n    	1\n    	NULL	31\n    
38188	intergif\n    	1.0\n    	NULL	NULL	21.45\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38190	fontedit\n    	1.0\n    	NULL	NULL	33.67\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38191	shishi\n    	6.31\n    	NULL	NULL	117.88\n    	NULL	NULL	0\n    	0\n    	NULL	35\n    
38192	gss\n    	5.65\n    	NULL	NULL	112.15\n    	NULL	NULL	0\n    	0\n    	NULL	37\n    
38193	lintplus\n    	1.0\n    	NULL	NULL	18.65\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38194	exilist\n    	1.0\n    	NULL	NULL	44.9\n    	NULL	NULL	1\n    	1\n    	NULL	8\n    
38195	initscriptsgeneric\n    	1.49\n    	NULL	NULL	40.2\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
38196	initscriptsvpn\n    	1.45\n    	NULL	NULL	38.88\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
38198	armagetronad\n    	5.93\n    	NULL	NULL	229.22\n    	NULL	NULL	13\n    	14\n    	NULL	53\n    
38199	ruby-php-serialize\n    	5.07\n    	NULL	NULL	31.69\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38200	dupseek\n    	2.46\n    	NULL	NULL	89.79\n    	NULL	NULL	3\n    	3\n    	NULL	28\n    
38201	perlpanel\n    	5.1\n    	NULL	NULL	309.81\n    	NULL	NULL	1\n    	1\n    	NULL	40\n    
38202	kgsueme\n    	1.56\n    	NULL	NULL	45.03\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38203	naturaldocs\n    	10.23\n    	NULL	NULL	199.2\n    	NULL	NULL	2\n    	2\n    	NULL	63\n    
38204	flp5\n    	2.32\n    	NULL	NULL	49.7\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
38207	nice_compiler\n    	4.32\n    	NULL	NULL	137.5\n    	NULL	NULL	2\n    	2\n    	NULL	36\n    
38208	tagspam\n    	2.1\n    	NULL	NULL	21.17\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38209	quantian\n    	5.9\n    	NULL	NULL	168.64\n    	NULL	NULL	2\n    	2\n    	NULL	59\n    
38210	horgand\n    	6.2\n    	NULL	NULL	98.23\n    	NULL	NULL	0\n    	0\n    	NULL	24\n    
38212	quiche\n    	1.0\n    	NULL	NULL	22.65\n    	NULL	NULL	1\n    	1\n    	NULL	2\n    
38213	jweather\n    	2.19\n    	NULL	NULL	45.67\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38214	mpro\n    	1.0\n    	NULL	NULL	24.12\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38216	ect4linux\n    	1.0\n    	NULL	NULL	10.95\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38222	blosxom\n    	4.19\n    	NULL	NULL	194.3\n    	NULL	NULL	3\n    	3\n    	NULL	21\n    
38223	kalpa\n    	3.77\n    	NULL	NULL	98.68\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
38224	wings3d\n    	12.61\n    	NULL	NULL	266.83\n    	NULL	NULL	6\n    	6\n    	NULL	49\n    
38227	libckpt\n    	1.0\n    	NULL	NULL	40.0\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
38230	slotsig\n    	3.92\n    	NULL	NULL	74.4\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
38232	ktctool\n    	2.64\n    	NULL	NULL	74.56\n    	NULL	NULL	2\n    	2\n    	NULL	16\n    
38235	xplot\n    	1.0\n    	NULL	NULL	40.3\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38242	pervasivesql\n    	1.0\n    	NULL	NULL	24.08\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38243	log4cxx\n    	3.57\n    	NULL	NULL	83.67\n    	NULL	NULL	0\n    	0\n    	NULL	19\n    
38245	pornpl\n    	1.0\n    	NULL	NULL	61.81\n    	NULL	NULL	0\n    	1\n    	NULL	9\n    
38246	itps\n    	1.0\n    	NULL	NULL	24.19\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38248	mxml\n    	11.41\n    	NULL	NULL	192.63\n    	NULL	NULL	3\n    	3\n    	NULL	56\n    
38251	nsd\n    	6.51\n    	NULL	NULL	105.28\n    	NULL	NULL	1\n    	1\n    	NULL	33\n    
38255	autoindex\n    	9.13\n    	NULL	NULL	629.09\n    	NULL	NULL	2\n    	2\n    	NULL	119\n    
38256	qed\n    	1.8\n    	NULL	NULL	46.22\n    	NULL	NULL	0\n    	0\n    	NULL	11\n    
38258	htmlpopuptreeselect\n    	5.52\n    	NULL	NULL	57.13\n    	NULL	NULL	1\n    	1\n    	NULL	15\n    
38260	abeni\n    	3.62\n    	NULL	NULL	69.5\n    	NULL	NULL	1\n    	2\n    	NULL	13\n    
38264	spamcruncher\n    	1.42\n    	NULL	NULL	42.34\n    	NULL	NULL	2\n    	2\n    	NULL	10\n    
38265	boxmenu\n    	1.0\n    	NULL	NULL	16.12\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38266	mycsv\n    	1.0\n    	NULL	NULL	15.84\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38267	editonjavabeansdk\n    	3.09\n    	NULL	NULL	48.5\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38269	esdl\n    	1.0\n    	NULL	NULL	31.34\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38270	php-kadm5\n    	1.0\n    	NULL	NULL	22.98\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38271	rssbuilder\n    	1.01\n    	NULL	NULL	50.44\n    	NULL	NULL	2\n    	2\n    	NULL	7\n    
38272	squideral\n    	1.0\n    	NULL	NULL	34.03\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
38275	voodoopm\n    	1.42\n    	NULL	NULL	30.33\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38276	libmplite\n    	2.81\n    	NULL	NULL	25.88\n    	NULL	NULL	0\n    	1\n    	NULL	4\n    
38277	svgl\n    	1.0\n    	NULL	NULL	42.91\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38280	db4obrowser\n    	1.0\n    	NULL	NULL	19.9\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38281	gled\n    	6.69\n    	NULL	NULL	66.8\n    	NULL	NULL	1\n    	1\n    	NULL	22\n    
38283	kahakai\n    	3.94\n    	NULL	NULL	97.24\n    	NULL	NULL	3\n    	3\n    	NULL	15\n    
38284	viper-toolkit\n    	2.01\n    	NULL	NULL	52.08\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
38285	textile4j\n    	1.0\n    	NULL	NULL	9.11\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38286	carbonframework\n    	1.0\n    	NULL	NULL	21.98\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38288	crget\n    	1.0\n    	NULL	NULL	14.0\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38290	libnewmail\n    	1.78\n    	NULL	NULL	23.15\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38299	mill2xv\n    	1.0\n    	NULL	NULL	25.57\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38301	haystack\n    	2.08\n    	NULL	NULL	220.86\n    	NULL	NULL	3\n    	4\n    	NULL	89\n    
38302	stv\n    	1.0\n    	NULL	NULL	16.79\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38304	2d3dpiechartgraphsoftware\n    	1.0\n    	NULL	NULL	52.02\n    	NULL	NULL	0\n    	1\n    	NULL	5\n    
38305	midirecord\n    	1.87\n    	NULL	NULL	21.21\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38307	coweb\n    	1.75\n    	NULL	NULL	18.44\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38309	tiger-dental\n    	1.0\n    	NULL	NULL	33.7\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38310	yuburner\n    	1.0\n    	NULL	NULL	25.02\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38314	marlin\n    	1.46\n    	NULL	NULL	29.09\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38316	ldap-account-manager\n    	62.91\n    	NULL	NULL	1042.52\n    	NULL	NULL	2\n    	2\n    	NULL	186\n    
38318	pyadvsearch\n    	1.0\n    	NULL	NULL	17.49\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38319	kava\n    	1.0\n    	NULL	NULL	22.72\n    	NULL	NULL	0\n    	1\n    	NULL	3\n    
38320	vim2html\n    	4.91\n    	NULL	NULL	146.79\n    	NULL	NULL	2\n    	2\n    	NULL	56\n    
38321	pysco\n    	1.0\n    	NULL	NULL	10.82\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38324	nyquist\n    	1.0\n    	NULL	NULL	41.83\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
38326	wavesurfer\n    	2.22\n    	NULL	NULL	118.49\n    	NULL	NULL	0\n    	0\n    	NULL	19\n    
38327	perl-pad\n    	2.24\n    	NULL	NULL	28.88\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38328	cmt\n    	1.0\n    	NULL	NULL	32.62\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38330	hotplugpp\n    	2.09\n    	NULL	NULL	51.79\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
38331	phonoripper\n    	41.57\n    	NULL	NULL	361.83\n    	NULL	NULL	0\n    	0\n    	NULL	88\n    
38335	delator\n    	1.46\n    	NULL	NULL	40.36\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
38336	ifsplot\n    	1.79\n    	NULL	NULL	27.5\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38341	jsimplex\n    	1.0\n    	NULL	NULL	49.85\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38343	phptestmanager\n    	2.55\n    	NULL	NULL	55.07\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
38346	rssmixtape\n    	1.42\n    	NULL	NULL	16.67\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38348	revirt\n    	1.0\n    	NULL	NULL	21.91\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38352	aarchives\n    	1.41\n    	NULL	NULL	40.63\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
38355	codeapplet\n    	0.0\n    	NULL	NULL	14.63\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38358	mysticircd\n    	2.05\n    	NULL	NULL	20.78\n    	NULL	NULL	0\n    	1\n    	NULL	1\n    
38361	scsiaddgui\n    	13.53\n    	NULL	NULL	101.34\n    	NULL	NULL	0\n    	0\n    	NULL	20\n    
38362	jtictactoe\n    	1.0\n    	NULL	NULL	11.75\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38363	qtide\n    	1.0\n    	NULL	NULL	15.56\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38364	mailbouncer\n    	1.0\n    	NULL	NULL	17.75\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38365	icar\n    	2.9\n    	NULL	NULL	16.85\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38369	acoc\n    	5.03\n    	NULL	NULL	129.8\n    	NULL	NULL	4\n    	4\n    	NULL	35\n    
38370	ppd\n    	1.74\n    	NULL	NULL	32.3\n    	NULL	NULL	2\n    	2\n    	NULL	6\n    
38372	mc4j\n    	3.28\n    	NULL	NULL	108.84\n    	NULL	NULL	2\n    	2\n    	NULL	32\n    
38378	neteclipse\n    	1.42\n    	NULL	NULL	49.14\n    	NULL	NULL	0\n    	0\n    	NULL	14\n    
38382	ttwsm1\n    	2.08\n    	NULL	NULL	34.6\n    	NULL	NULL	0\n    	0\n    	NULL	8\n    
38383	max_links\n    	1.0\n    	NULL	NULL	11.31\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
38386	quark\n    	2.9\n    	NULL	NULL	23.75\n    	NULL	NULL	1\n    	1\n    	NULL	3\n    
38388	sdlpong\n    	1.42\n    	NULL	NULL	20.49\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38389	followmeip\n    	1.0\n    	NULL	NULL	33.41\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38390	vex\n    	2.85\n    	NULL	NULL	156.08\n    	NULL	NULL	2\n    	2\n    	NULL	55\n    
38392	magiccube4d\n    	1.0\n    	NULL	NULL	27.11\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38393	cdlinux\n    	106.9\n    	NULL	NULL	319.98\n    	NULL	NULL	1\n    	1\n    	NULL	29\n    
38394	vlevel\n    	1.0\n    	NULL	NULL	41.13\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38397	photos\n    	4.39\n    	NULL	NULL	95.3\n    	NULL	NULL	3\n    	4\n    	NULL	30\n    
38402	system-down\n    	2.17\n    	NULL	NULL	78.1\n    	NULL	NULL	2\n    	2\n    	NULL	24\n    
38405	tvrec_tools\n    	1.73\n    	NULL	NULL	27.5\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38410	kses\n    	2.3\n    	NULL	NULL	72.59\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
38411	gos4j\n    	1.0\n    	NULL	NULL	14.42\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38415	openxades\n    	0.0\n    	NULL	NULL	23.98\n    	NULL	NULL	0\n    	1\n    	NULL	4\n    
38416	xchatruby\n    	1.43\n    	NULL	NULL	28.9\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38420	mc\n    	2.01\n    	NULL	NULL	15.87\n    	NULL	NULL	1\n    	1\n    	NULL	1\n    
38426	libcff\n    	2.49\n    	NULL	NULL	25.34\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38428	keylime\n    	1.0\n    	NULL	NULL	22.58\n    	NULL	NULL	0\n    	0\n    	NULL	4\n    
38433	linux4geeks\n    	1.74\n    	NULL	NULL	55.68\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
38434	jaxmexs\n    	2.7\n    	NULL	NULL	44.5\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
38437	guru4self\n    	1.0\n    	NULL	NULL	8.89\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38438	weberp\n    	22.43\n    	NULL	NULL	447.42\n    	NULL	NULL	1\n    	2\n    	NULL	52\n    
38439	vba\n    	1.49\n    	NULL	NULL	69.97\n    	NULL	NULL	1\n    	1\n    	NULL	15\n    
38440	condenser\n    	1.0\n    	NULL	NULL	47.77\n    	NULL	NULL	0\n    	0\n    	NULL	13\n    
38444	phpsane\n    	31.22\n    	NULL	NULL	215.55\n    	NULL	NULL	1\n    	1\n    	NULL	19\n    
38445	pclasses\n    	2.12\n    	NULL	NULL	51.98\n    	NULL	NULL	1\n    	1\n    	NULL	13\n    
38446	gnugadu\n    	6.42\n    	NULL	NULL	86.63\n    	NULL	NULL	3\n    	4\n    	NULL	18\n    
38448	jfacecbc\n    	3.47\n    	NULL	NULL	89.3\n    	NULL	NULL	2\n    	3\n    	NULL	28\n    
38451	ezfm\n    	3.66\n    	NULL	NULL	11.87\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38453	hffzip\n    	1.0\n    	NULL	NULL	16.0\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38456	webgraph\n    	19.95\n    	NULL	NULL	97.11\n    	NULL	NULL	0\n    	0\n    	NULL	22\n    
38458	vofce\n    	1.0\n    	NULL	NULL	21.66\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38460	cyrus2courier\n    	2.89\n    	NULL	NULL	64.05\n    	NULL	NULL	1\n    	1\n    	NULL	13\n    
38461	nfsc\n    	2.04\n    	NULL	NULL	27.17\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38462	classfile\n    	1.0\n    	NULL	NULL	22.54\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38463	partyfish\n    	0.0\n    	NULL	NULL	14.0\n    	NULL	NULL	0\n    	0\n    	NULL	0\n    
38464	irmo\n    	1.81\n    	NULL	NULL	47.56\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38466	cce-interact\n    	3.75\n    	NULL	NULL	67.86\n    	NULL	NULL	1\n    	1\n    	NULL	14\n    
38468	ot\n    	8.31\n    	NULL	NULL	186.33\n    	NULL	NULL	5\n    	5\n    	NULL	70\n    
38469	rhide\n    	1.6\n    	NULL	NULL	77.85\n    	NULL	NULL	1\n    	1\n    	NULL	11\n    
38474	konspire2b\n    	1.0\n    	NULL	NULL	36.76\n    	NULL	NULL	2\n    	2\n    	NULL	6\n    
38481	h2incn\n    	1.83\n    	NULL	NULL	17.49\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38482	krefty\n    	1.43\n    	NULL	NULL	20.4\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38483	vsacs\n    	2.53\n    	NULL	NULL	43.59\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
38484	spectrumscm\n    	12.85\n    	NULL	NULL	143.28\n    	NULL	NULL	3\n    	5\n    	NULL	15\n    
38485	vte\n    	37.43\n    	NULL	NULL	101.98\n    	NULL	NULL	0\n    	0\n    	NULL	15\n    
38488	traktor2\n    	1.78\n    	NULL	NULL	52.72\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38492	gail\n    	7.27\n    	NULL	NULL	84.43\n    	NULL	NULL	0\n    	0\n    	NULL	10\n    
38493	ssltunnel\n    	1.0\n    	NULL	NULL	24.62\n    	NULL	NULL	1\n    	1\n    	NULL	5\n    
38494	libcfgparse\n    	2.8\n    	NULL	NULL	76.64\n    	NULL	NULL	1\n    	1\n    	NULL	21\n    
38496	pypov\n    	1.42\n    	NULL	NULL	30.97\n    	NULL	NULL	0\n    	1\n    	NULL	6\n    
38497	contacts\n    	1.51\n    	NULL	NULL	18.44\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38498	satellitarium\n    	1.0\n    	NULL	NULL	34.73\n    	NULL	NULL	0\n    	0\n    	NULL	5\n    
38502	vsdb\n    	1.0\n    	NULL	NULL	13.19\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38510	bluedot\n    	1.0\n    	NULL	NULL	11.83\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38511	rscode\n    	1.0\n    	NULL	NULL	23.24\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38512	fano\n    	1.0\n    	NULL	NULL	16.43\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38513	device-serialport\n    	2.82\n    	NULL	NULL	58.79\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
38517	blocks3d\n    	1.0\n    	NULL	NULL	20.45\n    	NULL	NULL	0\n    	0\n    	NULL	1\n    
38519	calstats\n    	3.34\n    	NULL	NULL	97.6\n    	NULL	NULL	0\n    	0\n    	NULL	24\n    
38522	ep\n    	1.47\n    	NULL	NULL	33.82\n    	NULL	NULL	0\n    	0\n    	NULL	7\n    
38523	samizdat\n    	8.25\n    	NULL	NULL	92.39\n    	NULL	NULL	0\n    	0\n    	NULL	21\n    
38525	camlserv\n    	1.0\n    	NULL	NULL	26.66\n    	NULL	NULL	0\n    	0\n    	NULL	2\n    
38529	rumor\n    	1.87\n    	NULL	NULL	39.87\n    	NULL	NULL	0\n    	0\n    	NULL	9\n    
38530	olsr\n    	2.54\n    	NULL	NULL	61.93\n    	NULL	NULL	0\n    	0\n    	NULL	12\n    
38531	idsr\n    	1.0\n    	NULL	NULL	47.18\n    	NULL	NULL	0\n    	0\n    	NULL	6\n    
38532	cdsr\n    	1.0\n    	NULL	NULL	28.21\n    	NULL	NULL	0\n    	0\n    	NULL	3\n    
38533	click\n    	26.85\n    	NULL	NULL	97.9\n    	NULL	NULL	1\n    	1\n    	NULL	26\n    
