#  file: sfRawDownloads2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes downloads data for each project. This info 
#  is summed from the daily download data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, sum(downloads) 
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  downloads: the sum of downloads for this 60-day period 
proj_unixname	sum(downloads)
ai-horus	0
ai-integration	0
ai-php-class	0
ai-python	0
ai-standards	0
ai-sudoku	0
ai-tankwar	0
ai-tem	0
ai-trip	0
ai-tutor	0
ai-world	0
ai-ws	0
ai0	0
ai08npl	0
ai4d	0
ai4games	0
ai4j	0
aia-rpg	0
aiafundanalysis	0
aiagentsj	0
aiakos	0
aiapps	0
aias	0
aiassistant	0
aib	0
aibalone	0
aibaspps	0
aibastutor	0
aibicom	0
aibo	0
aiboagent	0
aiboagility	0
aibob	0
aiboedu	0
aibolib	0
aibolinux	0
aibosit	0
aibot	4
aibotalk	18
aibots	0
aiboware	0
aibr	0
aibuddy	0
aibur	0
aica	0
aicc-connector	0
aices	0
aichal	0
aichinesechess	0
aicms	0
aicnews	0
aicoreemotions	0
aicrowd	0
aid	0
aid-n	0
aid20	0
aidb	0
aidc	0
aiddlywiki	0
aide	0
aide4delphi	0
aideaas	0
aidear	0
aideen	0
aiden	0
aidereport	0
aidesign	0
aidiji	0
aidlgame	0
aids	0
aidsoidviewer	0
aidungeon	0
aie	0
aie85	0
aien	0
aiengine	0
aieonframework	0
aierosracing	0
aiexperiments	0
aif	0
aif-maze-2008	0
aiface	0
aifftools	0
aificlisp	0
aiforgames	0
aig	0
aigaion	0
aigames	0
aigebirbac	0
aigle	0
aigo-online	0
aigochess	0
aigs	0
aika	0
aikencms	0
aikido	0
aiksaurus	0
ail	0
ailandra	0
ailang	0
ailen	0
ailib	0
aillade	0
ailnan	0
ailocalsearch	0
aim	0
aim-alba	0
aim-cli	0
aim-in-java	0
aim-sh	0
aim-stenograph	0
aim2linux	0
aimaeducational	0
aimagik	0
aimban	0
aimbe	0
aimbench	0
aimcrypt	0
aime	0
aime-lib	0
aime2	0
aimedsp	0
aimemul	0
aimemulator	0
aimex	0
aimfserve	0
aimgraph	0
aimirc	0
aiml-verbot	0
aimlbot	0
aimle	0
aimlog	0
aimlogphp	0
aimmath	0
aimmylastfm	0
aimonopd	0
aimpc	0
aimprintscreen	0
aimprofiler	0
aimpublisher	0
aims	0
aimsleuth	0
aimsphil	0
aimtabz	0
aimtracker	0
aimutation	0
ain	0
ainet	0
ainfosrp	0
ainlang	0
ainn	0
aino	0
ainos-project	0
ainouche	0
ainow	0
ainstall	0
aint	0
aio-member-site	0
aio-xmms	0
aioconvert	0
aiocp	0
aiod	0
aiof	0
aion	0
aione-editor	0
aionelementmgr	0
aionemu	0
aiopcquicktext	0
aiopinion	0
aioros	0
aios	0
aios4win	0
aiot	0
aip	0
aip-enforcer	0
aipa	10
aipac	62
aipcs	4
aipdf	31
aipex	0
aipicker	0
aiplanet	0
aipot	0
aipsetup	0
aiptektablet	0
aipuzzle	0
air	0
air-ftp	0
air-imager	0
air-in-a-box	0
air-sched	0
air-webim	0
air2	0
air5023	0
airbase	0
airblade	0
airboard-ir	0
airbomber	0
airbox	0
airc	0
aircash	0
aircbot	0
aircert	0
airclick	0
aircpp	0
aircrack-ng	0
aircraft	0
aircraftsched	0
aircraftschedul	0
airczech	0
airdave	0
airdc	0
airdraft	0
airdraftviewer	0
airduino	0
airelliamud	0
airfart	0
airftp	0
airfw	0
airgeargame-gnu	0
airgtkrack	0
airhockey3d	0
airids	0
airisk	0
airjack	0
airkbet	0
airlcd	0
airldm	0
airliftj	0
airlinereservat	0
airlog	0
airmission	0
airmntfighting	0
airnavsdr	0
airnet	0
airnews	0
airo-linux	0
airobfuscator	0
airobotsim	0
airone	0
airos	0
airotest	0
airplanewar	0
airpong	0
airport	0
airportlivingla	0
airportmanager	0
airportswbsx	0
airpwn	0
airraidsiren	0
airreviews	0
airrox	0
airs	0
airscraper	0
airsentry	0
airsgpt	0
airsnort	0
airsoft-hl-mod	0
airsort	35
airss	0
airstar	20
airstate	0
airstrike	0
airsynergy	0
airt	0
airt-linux	0
airtodo	0
airtraf	0
airtraffic	0
airtransport	0
airview	0
airwave	2
airwolf	0
airy	0
airyforms	0
ais	0
ais-e	0
ais4j	0
aisa	0
aiscoal	0
aisdecoder	0
aisearch	4
aisec	0
aiserver	0
aisf	0
aisk	1
aislib	0
aislogger	0
aismallutils	6
aisoccer	22
aisp	0
aisql	4
aiss	0
aist	0
aisw	0
ait	1
ait-game	0
aitaglib	0
aitchbee	0
aitestbed	0
aitext	0
aitolikon	4
aitools	0
aitwa	0
aiu	0
aiv	4
aiv-er	6
aivis	7
aiwars-1	0
aix-get	2
aix-mirror-chec	7
aix-ports	0
aix-storage	6
aixa	0
aixfreeware	0
aixgrep-w-r	0
aixgsc	0
aixm-j	0
aixmonitor	17
aixns	0
aixtoolbox	0
aixuexi	0
aizen-myoo	0
aja	0
ajaax	0
ajabberwocky	5
ajaccio	0
ajaconsole	23
ajaf	5
ajairc	7
ajaj	1
ajajajava	0
ajaki	0
ajal	0
ajami	0
ajantamedsuite	0
ajaqs	32
ajason	242
ajatweb	3
ajax	97
ajax-calendar	0
ajax-charts	0
ajax-chat-smack	83
ajax-cms	0
ajax-dev-lib	0
ajax-discuss	12
ajax-doppelkopf	0
ajax-explorer	705
ajax-fit	0
ajax-in-action	0
ajax-letronix	0
ajax-mmorpg	0
ajax-mvc	1
ajax-pages	76
ajax-pgsql-grid	0
ajax-queue	93
ajax-rest	28
ajax-scripting	0
ajax-simple	6
ajax-spell	12
ajax-sugarfree	0
ajax-tree	61
ajax11	0
ajax2php	0
ajax3d	112
ajax4j2ee	4
ajax4java	0
ajax4jmx	19
ajax4one	3
ajax4struts	0
ajax4suggest	14
ajaxac	577
ajaxagent	106
ajaxaio	54
ajaxalytics	0
ajaxanimator	0
ajaxanywhere	872
ajaxbber	632
ajaxbean	0
ajaxboard	0
ajaxbox	0
ajaxcards	0
ajaxcart	0
ajaxcasino	0
ajaxce	11
ajaxchat	0
ajaxchat-phpdev	0
ajaxcms	0
ajaxcommander	0
ajaxcontrols	0
ajaxcore	168
ajaxdatacontrol	0
ajaxdatagrid	0
ajaxdb	0
ajaxdesktop	0
ajaxdo	5
ajaxdraw	6
ajaxdrawing	31
ajaxdrawproject	0
ajaxell	0
ajaxembed	0
ajaxengine	71
ajaxexplorer	0
ajaxfb	879
ajaxfilemanager	0
ajaxfilmdb	227
ajaxformbuilder	0
ajaxforms	99
ajaxforphpv2	0
ajaxforum	0
ajaxframework	0
ajaxfs	0
ajaxftp	90
ajaxftpexplorer	11
ajaxgame	54
ajaxgo	0
ajaxgrid	0
ajaxify	0
ajaxinjector	0
ajaxirc	0
ajaxislands	0
ajaxj	0
ajaxjsp	0
ajaxkit	0
ajaxlib	34
ajaxlivechat	246
ajaxlogincontro	0
ajaxma	0
ajaxmail	28
ajaxmapper	0
ajaxmdb	3
ajaxmedia	0
ajaxmixer	15
ajaxmonkey	0
ajaxmsn	0
ajaxmyadmin	0
ajaxmysqladmin	8
ajaxmytop	203
ajaxn	0
ajaxnet	27
ajaxnet4j	0
ajaxnetmap	0
ajaxobject	3
ajaxobjects	0
ajaxoffice	0
ajaxol	0
ajaxometer	84
ajaxora	16
ajaxos	0
ajaxpage	0
ajaxperlchat	42
ajaxphpinvoker	0
ajaxphpterm	53
ajaxplorer	7205
ajaxplus	0
ajaxportal	0
ajaxportlet	0
ajaxproxy	0
ajaxpushing	1
ajaxq	0
ajaxrad	0
ajaxregform	0
ajaxrequest	0
ajaxrpg	515
ajaxschedule	0
ajaxseo	0
ajaxservice	6
ajaxservlet	4
ajaxshell	91
ajaxshine	0
ajaxshoutbox	0
ajaxsocialframe	0
ajaxspellchecke	0
ajaxstream	0
ajaxsudoku	24
ajaxtags	3765
ajaxtestrunner	0
ajaxtk	0
ajaxtoaster	6
ajaxtop	10
ajaxtopicmap	0
ajaxtorrentflux	0
ajaxuibuilder	281
ajaxupload	0
ajaxurf	0
ajaxvnc	834
ajaxwebmail	0
ajaxwhois	0
ajaxwikisvn	0
ajaxwithgi	4
ajaxwm	33
ajaxws	20
ajbasic	0
ajbugdetect	0
ajc	0
ajc-for-eclipse	7
ajccc	0
ajchat	144
ajcoupling	0
ajcrm	0
ajct	2
ajdf	0
ajdmserver	0
ajdo	0
ajec	0
ajeer	6
ajefw	5
ajexa	548
ajexplorer	0
ajfork	39
ajform	69
ajgames	0
ajgenesis	35
ajhotdraw	31
ajhsqldb	34
ajhttpserver	5
ajile	522
ajio	7
ajl	0
ajm	0
ajmath	0
ajmitzel	0
ajocms	0
ajol	0
ajpdsoftavisoca	0
ajphpth	66
ajportal	82
ajprofiler	0
ajqtgui	36
ajrdatabase	20
ajserver	0
ajsframework	0
ajsp	0
ajstorm	1
ajstruts	2
ajui	0
ajumbled-budget	4
ajunit	0
ajustalegendas	0
ajwords	7
ajxtools	9
ak-istanbulx	3
ak2650	0
aka	0
akaciogps	0
akadav	16
akademi-mail	0
akademos	0
akai	0
akak	0
akamak	0
akari	0
akarmi	39
akarru	224
akarsu-basic	11
akasha	29
akasmfmods	0
akcerah	0
akdaemon	8
ake	0
akelos	4
akerblad	5
akg-helpsite	0
akgeasyeve	0
akhet	0
aki	0
akii	1
akiles	0
akilsoft	0
akinimod	0
akirachaplin	0
akirafreelancer	0
akisha	19
akismet-java	65
akismetcutenews	2
akita	0
akita-idp	0
akitalivechat	42
akitatech	40
akiva	0
akjay	0
akjsed	65
akkada	0
akkar	42
akktex	26
akkupear	0
akm	0
akmcms	0
akme	0
akmeffmpeg	1544
akmemobilemaps	198
aknova	184
ako	4
akogrimo	1
akoie	683
akoon	22
akoria	0
akorn	16
akote	0
akoya	1
akp	46
akregator	272
akrintranet	0
akrip	6769
akripcom	0
akriti	0
akro	0
akrogen	342
akrom	0
akrti	0
aksdna	0
aksframewrk	0
akshar	0
akshara	0
aksharaindic	0
aksharbodh	0
akson	0
aksrechner	12
aksui	0
aksum	0
akt	1
aktions	0
aktivatetodo	0
aktivemedia	88
aktub	0
akul	0
akula	0
akunaerp	0
akurat	0
akuryou	0
akutan	104
akutus	372
akvoid	0
akwebdyn	26
al-cal-culator	8
al-jwarizmi	0
al-portal	0
al-trader	0
al3d	0
al4java	1
ala	0
alab	18
alabastra	46
alacarte	0
alach3eth	0
alacrity	0
aladdin	6
aladin-tk	0
alagor	0
alagwi	0
alahellcms	0
alamag2	0
alambic	0
alan	79
alan-sgs	0
alandemo	0
alantra	0
alapelitmod	0
alarife	0
alarm	1231
alarm-applet	0
alarm-clock	0
alarm-x	33
alarmas	0
alarmbuddy	0
alarmbyfabien	0
alarmclock	0
alarmgpssystem	0
alarmguard	0
alarmme	0
alarscript	0
alastor	0
alauda	8
alavuv2	0
alavyc	76
alba	1637
alba-drops	0
alba18tross	0
albackup	0
albanxx	254
albatros	0
albatros34	0
albatrosfw	0
albatross	0
albatrossdk	0
albatrosspltfrm	0
alberich	0
albert	34
albertliu	125
albion	4
albion-tools	0
albion2	0
alblog	0
albomb	0
albot	0
albotmmobotcom	0
album	6
album-art	19204
album-php	8
album4ecommerce	0
album4j	0
albumbuilder	0
albumer	4
albumfotos	0
albumgraber	0
albumi	0
albumin3d	94
albumine	12
albumlist	1718
albummer	3
albumphoto	0
albumphotophp	0
albumpl	6
albumshaper	7589
alc	3
alc900-cups	458
alcad	0
alcaeus	0
alcatelpcxrs	0
alcatool	1
alcatraz	0
alcc	0
alcedo	0
alchemi	906
alchemist	299
alchemy-art	0
alchemyafx	0
alchemyautotrac	3
alchemycms	0
alchemysoap	8
alchemywin	0
alchim	135
alchms	0
alcinoe	750
alco2	0
alcomacco	0
alcopop	0
alcove	1
alcplusbt	0
alcugs	2
ald	460
alda	7
aldaba	78
aldara	0
alde	12
aldebaran	105
aldebatux	33
alder	20
aldocontent	103
aldor-combinat	0
aldp	0
aldrin	219
aldrsoft	14
ale	9
ale-tictactoe	0
ale4net	4
alea	0
aleader	0
aleamdb	0
aleck	0
aled	5
alefox	14
alege	0
alegre	0
alegria	0
alejandria-docs	0
alekhine	0
aleks	0
alembik	169
alemula	21
aleph	0
aleph-engine	0
aleph-ml	49
aleph8	0
alephalbums	0
alephmn	0
alephmodular	9
alermobfmpom	0
alert-door	0
alert-interval	3
alerter	5
alertlog	0
alertpaynuked	0
alertsportlet	5
alerttail	60
alescere-engine	0
alesimulator	25
alest2	0
aletheia	55
alethia	0
alevolutions	0
alex	0
alexa-tr	2
alexander	0
alexandreia	0
alexandrerojkov	0
alexandria-dev	35
alexandria-ilib	0
alexandriaarchv	16
alexandriabib	0
alexandriagame	0
alexandris	0
alexautils	0
alexawidgets	2
alexcms2	0
alexdresslerrr	7
alexis	0
alextexteditor	0
alf	7
alfa	0
alfa-bmf	0
alfa-centauri	0
alfa166unilink	0
alfacosmos	0
alfagames	0
alfahakupdater	9
alfalinux	226
alfama	0
alfandega	184
alfanet	0
alfanetat	10
alfaqtiautor	20
alfaqtiengine	24
alfaws	0
alfer-project	0
alfj	17
alflac	10
alfont	0
alfred	19
alfredo	0
alfredsworld	0
alfresco	12668
alfresco-crypt	20
alfresco-ocms	73
alfrescoconfigu	0
alfrescon	0
alfs	0
alfsstringvalue	0
alfve	0
alg1	4
alg2help	0
algae	76
algebraagent	0
algebracalculus	0
algebradb	34
algebrain	0
algebrathor	0
algebsql	4
algen	0
algenkhob	0
algeops	0
algernon	0
algernon-j	83
algheme	7
algif	79
algiz-backup	0
alglab	0
alglinpp	0
algo2code	0
algo4tdtsp	0
algobros3	19
algobrute	0
algoc	0
algodat	0
algodat2	0
algodistr	0
algog4j	0
algol	0
algol68	41
algolyzer	0
algomath	1
algopack	0
algorator	0
algorism	4
algorithm-fft	0
algorithma	34
algorithmlib	0
algorithmnet	6
algorithms	0
algorythm	0
algosatfreenode	3
algoscore	3
algostar	0
algotrade	161
algoview	183
algoz	0
algrafproject	0
algstudy	178
algt	313
alguest	8
algul	0
algviewer	20
alhacenrt	0
alhambra	0
alhavs	0
alhemic	3
ali	23
alia	0
aliamir	0
aliansearcher	5
alias	0
alias-ims	0
aliascms	0
aliasedit	4
aliasgroup	0
aliashunter	0
aliaspod	0
aliasproxypanel	1
alib	0
alibaba	0
alibro	0
alibrowse	21
alicalculator	0
alice	0
alice-invoice	0
alicebot	366
alicecms	9
alicia	150
alicq	260
alics	0
alidadegw	9
alien	65
alien-force-pas	0
alien-shadows	0
alien13	0
alienantivirus	0
alienattack	3
alienhunting	2
alieninvasion	0
alienizer	0
aliens-adp	0
alif	0
alife	0
alifecontest	57
alifegames	38
alifox	0
aligator427	0
align	22
alignlib	0
alignmenteditor	0
alikokalba	29
alimentum	17
alimp	8
alin-diploma	0
alindis	8
aline	6
alinepl	0
alink	43
alink2	0
alinks	0
alinotes	4
alinous-core	0
alinuoc	18
alinvade	2
alioshacms	0
alioth	7
alipes	0
alipesmail	0
aliquest	0
alis	803
alise	1
aliserv	7
alison	0
alistmail	0
alita	0
alite	3
alivar	0
alive	12
alive-engine	0
alive-project	2
aliveie	1
alivejournal	0
alivesnmp	0
alivestatus	0
aliviar	0
alizagameapi	13
alj	6
alkachchef	0
alkali	0
alkaline	1
alkatib	0
alkhawarezmi	0
alki	0
alkimia	0
alkor	1193
alkottab	0
all	0
all-my-docs	72
all-plasm	0
all-remote	0
all-roundoffice	0
all2mp3	0
all4one	1
allaboutaccess	0
allacrost	629
allaryia	0
allbib	25
allcharities	0
allchars	1945
allcity	0
allcommerce	233
alldap	5
alldayfixer	22
alldms	0
alle-immobilien	0
allefant	44
alleg	16795
alleg-gui-api	0
alleg3dproj	8
allegfaz	0
allegiance	0
allegimmicks	16
allegmc	13
allegory	4
allegro	103
allegro-pas	397
allegrogl	265
allegroo	0
allegropro	9
allegroserve	24
allegrotools	0
allegrt	2
allergen	0
allevo	13
alleyoop	670
allfastproject	0
allgames	0
allgradesmoodle	110
alliance	204
alliancecad	55
alliancecms	0
alliancedb	0
alliancedepot	0
alliancehd	0
allianceless	0
alliancemanager	105
alliancep2p	12312
alliances	4
alliedbridge	0
alligator	322
alligator-cl	0
alligator-java	0
alligatorjack	8
allina	0
allindip	4
allinoneruby	777
allira	0
allknowingmind	75
alllib	21
allmaker	22
allmighty	7
allmon	0
allmovies	13
allnetwlan	0
allnote	0
allocator	53
allocpsa	400
alloff	0
allomai	0
allomanemailact	0
alloy	0
alloymux	0
alloyoneclipse	2
allpairs	119
allpm	0
allportableapps	0
allroad	0
allscripts	10
allsysmon	0
allt4c	0
alltaskmanager	10
allting	0
alltoavi	25244
alltojpg	0
alltray	321
alltunes	3
allusions	281
allview	0
allviewer	6
allwebsitesvisi	0
allxmyself	0
allyjack	0
allymg	17
alm	0
alma	0
alma-zen-sky	0
almadraproject	0
almafuerte	0
almagest	22
almagnam	0
almail	11
almake	37
almalert	693
almanak	0
almara	163
almas	75
almasys	0
almayce	1
almayer	28
almeta	0
almidon	0
almighty	0
almirun-as3	0
almmigrator	0
almo3arrib	0
almonaster	129
almond	0
almond-game	0
almost5	0
almostateacher	0
almoxarif	0
almoxis	0
alms	10
almsuite	10
almuists	18
aln2dist	0
alnacekh	0
alnyemoo	0
alo	19
aloa	0
aloa-lint	0
aloe	12
alog	0
alogfilter	0
alogview	5
aloha	0
alohacms	0
alohamoo	10
alohats	0
aloma	0
alone	0
alongtheriver	0
alooengine	0
aloofix	146
alopex	0
alora	0
aloter	0
alox	0
aloyscore	5
alp	498
alp-oscommerce	0
alpa	0
alpaca	2
alpaka	0
alpenstock	0
alperl	24
alpes	0
alph	109
alpha	2
alpha-better	7
alpha-office	0
alpha-shell	3
alpha-waves	0
alphababy	0
alphabeta	36
alphabetaprunin	0
alphabetsoup	3
alphabetter	3
alphablogger	0
alphabravo3	0
alphachess	90
alphaclock	0
alphacms	0
alphadmin	46
alphaeditor	2
alphalabs	8
alphaledjavasdk	0
alphalogic	756
alphamail	44
alphamatrix	0
alphaminer	0
alphamote	0
alphanavbarjstl	8
alphapagtag	0
alphaportal	0
alphaproject	0
alphard	2
alpharesearchfa	0
alpharms	0
alphashooter	229
alphasoft	8
alphatcl	23
alphatomorrow	0
alphawebs	0
alphawindows	0
alpheratz	8
alphons	17
alpie	0
alpine	11
alpine-aura	0
alpmod	0
alpmp3	18
alpng	320
alpnm	2
alpreewpchanger	0
alproject	82
alps	0
alpy	0
alpycc	0
alq	5
alquiplussg	0
alquran	0
alr-encrypt	12
alrath	0
alrebat	0
als	40
alsa	0
alsa-eq-plugin	142
alsa-nyser	46
alsainstaller	0
alsamodular	2545
alsapas	0
alsaplayer	237
alsedo-sd	181
alsp	6
alss	0
alster	3
alt-ernative	4
alt-geco	0
alt-ide	7
alt-js-glossary	4
alt-search	2
alt4	0
altbinos	0
altcant	0
altcaps	0
altcobaltfp	2
altcode	0
altctrldel	14
altdesk	7
alted	0
alter	32
alter-ego	0
alter-info	0
alter-life	0
alteraterra	5
alterawars	0
alterchat	0
alterciv	33
altereego	0
alteregos	0
alterfinance	0
alteria	0
alternate-mra	0
alternatif	0
alternativatut	912
alternatives	15
alternator	0
alternators	0
alternova	0
alteropos	0
altersubtitle	0
altexim	8
altexnn	0
althea	237
altiora	0
altiosamples	1
altjira	3
altmbox	0
altogather	0
altogether	0
altohorno	0
altosdev	0
altproject	0
altran	0
altrmi-plugins	0
altrun	0
altse	0
alttender	0
altuarmedia	0
altwiki	0
altytan	0
alucard	0
alucinoria	0
alud	4
aluminium	21
aluminum	0
alumni	176
alumni-fiit	0
alumni-online	102
alumni-tracker	51
alumniatschool	0
alumnic	22
alumnicomposite	0
alumniconnect	0
alumnionrails	31
alumniserver	7
alunoapp	0
alus	0
alvand	0
alvaria	0
alvin	0
alvincms	0
alvisgui	1
alviz	0
alvyn	15
always	0
alwaysalphacms	0
alweditor	0
alwerdalqurani	29
alwis	1
alx	0
alx-library	80
alxclient	0
alyn	0
alyoop	6
alyx	0
alzabo	21
alzheimer	0
am-catcher	1
am-portable	0
am1-synthesizer	0
am2jtl	0
am8commander	0
ama	8
ama-jour	0
ama4g	0
amaan	0
amaart	0
amacdys	68
amadesktop	69
amadeus	0
amadeus-ce	0
amadeus-lms	253
amadeus-mobile	0
amadeus-wd	0
amadis	12
amahi	0
amail	14
amaild	2
amailer	64
amake	46
amakegen	11
amaker	0
amakode	0
amalaga	0
amalfim	3
amalgam	10
amalgom	0
amalthea	25
amaly	44
amamp	60
aman	0
amanda	4537
amanda-bot	7
amanda-win32	79
amandaadm	0
amandaclassset	0
amandaportal	0
amandavcd	60
amanga	0
amanith	0
amanuensis	0
amap	0
amapi	0
amapop	0
amaranth	0
amaretah	3
amaris-cms	0
amaroc	70
amarokapplet	5
amaroker	0
amarokfs	0
amarokinfo	0
amarokweb	41
amarokwebfront	124
amarracoferoz	0
amarula	1
amas	0
amat	0
amatel	0
amateracms	0
amateras	0
amateur-scrolls	14
amatexttool	14
amathaon	0
amatix	0
amavis	212
amavis-mysql	4
amavis-n-parser	2
amavisadmin	5
amavisd-milter	98
amazighfonts	0
amazingcrisis	0
amazinggame	3
amazinghms	0
amazingsaver	623
amazon	0
amazon-ec2-edit	3
amazon5	0
amazonbox	13
amazondeals	0
amazonec2edit	0
amazonecs-net	28
amazonfinder	30
amazonkuku	0
amazonlib	146
amazonproject	6
amazonrcp	0
amazons3jadmin	0
amazonstore	0
amazontp	2
amazoom	0
amazoop	92
amb	33
amb-free	0
amba	0
ambassador	0
ambcolapadmines	0
ambcow	0
amber	143
amber-db	8
amber-lang	0
amber-net	2
amberarcher	29
amberbot	0
ambercms	0
ambereh	130
amberfish	55
amberfisharts	0
amberle	15
amberlist	1
ambermon	0
ambermozext	6
ambernet	7
amberrpg	0
ambersand	0
ambg	0
ambia	0
ambiance	0
ambient	3
ambientcom-temp	0
ambiente	0
ambienti	0
ambientjava	1
ambientmp	177
ambientorb	0
ambigram	0
ambigramdraw	0
ambiprocessor	0
ambisearch	0
ambisuite	0
ambit	0
ambitcomponents	7
ambition	0
amble	0
amblib	0
ambookworm	36
ambpci	0
ambt	0
ambulant	2563
amc	100
amc-client	0
amcat	0
amcharts-php	229
amcl	33
amcod	0
amconnections	1
amcost	0
amcpostpack	124
amcpsc315t4sql	1
amcrpg	0
amcs	8
amcupdater	212
amd-2008	0
amda	14
amdirectory	0
amdl	0
amdtpplay	13
amdvopt	28
ame	0
ameba	3
amebox	0
amediamessenger	0
amee	0
amee-client	0
amel	0
amelia	15
amelibraries	50
amelish	0
amen	105
americanfencing	0
americanfootbal	0
amerilib	1
amesit	0
amestris	0
amethist	0
amethyst	0
ameya	0
amf	30
amfext	0
amfibian	0
amfmessenger	0
amfnet	259
amfora	0
amforth	377
amfphp	14057
amfphpchat	0
amfpp	0
amfpython	0
amfsharp	0
amg	842
amge	0
amgenerator	0
amgetter	0
amhapplet	16
amharic-morph	0
amharicos	0
amhe	0
amhm	0
amhuliophpmysql	0
amiantnavigator	0
amiba	8
amiblitz3	0
amic	0
amiclargs	4
amico	22
amicus	61
amicus-world	0
amida	0
amidala	0
amide	1536
amidimixer	1
amidimon	1
amiens	0
amiflim	0
amiflinker	0
amiga-fryingpan	0
amiga-generic	0
amiga-smbfs	86
amigabok	0
amigaide	0
amigaone-linux	0
amigaos68kdevto	6
amigeekornot	182
amigos	0
amigram	29
amigtk	6
amigui	0
amilab	233
amilo	0
amina	2
amine-platform	75
amino-cbbs	112
amint	0
amiopenoffice	0
amiprotocol	4
amiproxy	0
amir	4
amirc	0
amirc-wallchop	0
amire	128
amis	559
amishare	0
amitinygl	0
amivideo	0
amiwall	4
amj	0
amk-cash	0
amk-en	0
amk-source	0
amkrenamer	0
amktasks	0
amkyims	0
aml	0
amlcartography	5
amlet	0
amlpp	26
amm	1
amm-ide	17
ammap	6
ammentos	343
ammessenger	0
ammog	0
ammoria	25
ammp	80
ammt	116
amnesia	9
amnesia-net	0
amnesiaengine	0
amnesty	0
amnestyde-wiki	0
amo	0
amobagame	7
amoc	2
amock	0
amod	0
amodules2	0
amodules3	2
amoeba	272
amoeba-debugger	0
amoeba-wars	0
amoebaa	0
amoebagame	0
amoebarpg	27
amog	0
amok81	0
amop	0
amor	0
amora	0
amore	24
amori	4
amorph	13
amorpher	0
amorphia	0
amorphis	0
amorphous	0
amorphousx	0
amorss	2
amos	703
amp	0
amp-fbrowser	14
amp11	0
ampache	0
ampasctl	293
ampathy	0
ampc	1
ampcad	27
ampcgifeeder	1
ampcontrol	16
ampcrypt	0
ampdangel	0
ampe-ffmpeg	0
ampedreports	42
ampel	0
ampersand	0
ampersand-irc	0
ampersor	0
ampfs	0
amph	0
amphetadesk	26584
amphetamines	38
amphetarate	100
amphetaserver	0
ampheusaccounts	0
amphibian	51
amphion	0
amphora	0
ampick	1
ampike	0
ampit	5
ampjava	63
amplafi-flow	0
ample	206
amplesight	0
amplicon	49
amplified	0
amplify	0
amplifymda	0
amplitude	4
ampoliros	14
amportal	817
amppserv-xp	0
amproject	0
amprot	0
amps	0
amps-2007	0
amptimes	0
ampui	113
ampxstream	0
ampy	0
amqplugin	16
amr	3
amr2wav	0
amra	0
amrc	10
amrcmcm	0
amrecgui	62
amreservit	82
amroc	124
amrs	0
amrss	0
ams	79
ams-application	0
ams-auto	0
ams-laicpms	28
ams-player	0
amsarf	0
amse-fileviewer	0
amsel	0
amset	0
amsf	0
amsfindit	0
amsn	866861
amsn097installe	0
amsnplus	0
amsonia-advance	4
amsproject	3
amster	0
amsterdam	0
amstrad-4-httpd	0
amsuite	510
amsunix	0
amsynthe	438
amsystem	0
amtcardsignin	0
amteclipse	0
amtools	3
amtowsbnp	9
amtu	1200
amtueal	19
amua	1197
amuc	46
amule	143167
amule-adunanza	4639
amulecc	0
amulet	0
amun	0
amun-ra	0
amupper	0
amuru	0
amuse	0
amused	0
amvcodec	0
amvpn	53
amwlp	5
amx	0
amx-super	0
amxa	0
amxbot	13
amxconfig	42
amxconfignet	0
amxmod	0
amxmodx	92190
amxmodx-rain	105
amxmodxcompiler	0
amxx-chinese	0
amy2	0
amybackup	0
amyedit	214
amygdala	122
amylase	0
amyme	0
amyno	0
amypkg	4
amyunix1	18
amyunix2	45
an-mmo-arcade	0
an2	0
ana	0
ana-mp	16
anabey	0
anableps	0
anabot	0
anachron	0
anacon	0
anaconda	18
anaconda-agg	0
anacondaedit	25
anacondaportal	0
anacron	109
anacron2	7
anaction	10
anadr	0
anaesthesia	0
anaglyph4flickr	15
anaglyphcam	0
anagmt	11
anagrade	0
anagraficaparro	13
anagram	22
anagrams	0
anahy	0
anairc	1
anakrino	0
anaksibolga	0
analcnc	0
analina	18
analisa	0
analista	0
analizaeeg	0
analizaprojektu	0
analizator	0
anallog	1
analog	0
analog-clock	0
analog4j	20
analoglive	14
analogosx	0
analogsuit	6
analogtime	0
analogy	21
analrisk	0
analyseafm	0
analysenotiz	1
analysesi	0
analysis11	0
analysisphpbb3	0
analyticalcrm	0
analyticgeom	0
analytics	0
analyticsplug	0
analyzator	0
analyze	0
analyzemse	0
analyzennls	21
